Majority.protein.IDs	Gene.names	Razor.unique.peptides	lfq.hdlbp1.dox1	lfq.ctrl2.nodox2	lfq.hdlbp2.dox2	lfq.ctrl3.nodox3	lfq.hdlbp3.dox3	enrichment1	enrichment2	enrichment3	enriched.yes.no	mean_enrichment	mean_lfq
P14618;P14618-3	PKM	25	2297700000	1333800000	2164300000	696430000	839030000	1.72267206477733	1.62265707002549	1.20475855434143	NA	1.51669589638142	1767010000
Q9Y520-4;Q9Y520-5;Q9Y520;Q9Y520-7;Q9Y520-6;Q9Y520-2;Q9Y520-3	PRRC2C	56	2538700000	69744000	1903300000	0	822220000	36.4002638219775	27.2898027070429	NA	enr	NA	1754740000
P22102;P22102-2	GART	30	2355900000	1137400000	1881200000	442330000	1019700000	2.07130297168982	1.65394759978899	2.30529242872968	NA	2.0101810000695	1752266666.66667
P33991	MCM4	34	2398500000	844170000	1926300000	274510000	909300000	2.8412523543836	2.28188634990582	3.31244763396598	NA	2.8118621127518	1744700000
Q5H9R7-6;Q5H9R7-2;Q5H9R7;Q5H9R7-5;Q5H9R7-3;Q5H9R7-4	PPP6R3	22	2174600000	64754000	1820800000	0	1139700000	33.582481391111	28.118726256293	NA	enr	NA	1711700000
O75369-8;O75369-2;O75369-9;O75369;O75369-6;O75369-3;O75369-7;O75369-5;O75369-4	FLNB	69	2303700000	24375000	1855900000	0	934320000	94.5107692307692	76.1394871794872	NA	enr	NA	1697973333.33333
Q96A65	EXOC4	40	2811500000	86210000	1828900000	0	404710000	32.6122259598654	21.214476278854	NA	enr	NA	1681703333.33333
P21796	VDAC1	11	2637800000	467330000	1614200000	200980000	769600000	5.64440545225002	3.45409025741981	3.82923673997413	enr	4.30924414988132	1673866666.66667
P53618	COPB1	34	2165100000	1022300000	1941800000	268600000	901850000	2.11787146630148	1.89944243372787	3.35759493670886	NA	2.4583029455794	1669583333.33333
Q8IWZ3-6;Q8IWZ3;Q8IWZ3-4	ANKHD1	44	2289500000	22728000	1869300000	0	815010000	100.734776487152	82.2465681098205	NA	enr	NA	1657936666.66667
P23381;P23381-2	WARS	23	1590200000	320020000	1867500000	68675000	1457100000	4.96906443347291	5.83557277670146	21.2173279941755	enr	10.6739884014499	1638266666.66667
Q5T6F2	UBAP2	17	1609400000	31120000	1808600000	42311000	1433300000	51.7159383033419	58.1169665809769	33.8753515634232	enr	47.9027521492473	1617100000
Q9Y490	TLN1	64	2149700000	31404000	2008900000	0	638770000	68.4530633040377	63.9695580180869	NA	enr	NA	1599123333.33333
Q9ULV4	CORO1C	15	1614700000	12929000	1.725e+09	0	1451800000	124.889782659138	133.42099156934	NA	enr	NA	1597166666.66667
Q86VP6;Q86VP6-2	CAND1	32	1974100000	779620000	1886900000	146180000	876530000	2.5321310381981	2.42028167568816	5.99623751539198	NA	3.64955007642608	1579176666.66667
P42677	RPS27	4	2191800000	1241200000	2244700000	0	217290000	1.76587173702868	1.80849178214631	NA	NA	NA	1551263333.33333
Q5SW79;Q5SW79-3	CEP170	46	2312800000	0	1809600000	0	494590000	NA	NA	NA	enr	NA	1538996666.66667
P46776	RPL27A	4	1389700000	1383400000	1.908e+09	1397200000	1294500000	1.00455399739772	1.37921064045106	0.926495848840538	NA	1.10342016222977	1530733333.33333
P11171-2;P11171;P11171-5;P11171-4;P11171-3;P11171-7;P11171-6	EPB41	30	1883300000	46102000	2084800000	0	504380000	40.8507223113965	45.2214654461845	NA	enr	NA	1490826666.66667
Q9NZC7;Q9NZC7-2;Q9NZC7-5	WWOX	11	1752200000	0	1887300000	0	779880000	NA	NA	NA	enr	NA	1473126666.66667
P50454	SERPINH1	18	2092100000	636200000	1475300000	370400000	851120000	3.28843131090852	2.31892486639422	2.29784017278618	NA	2.63506545002964	1472840000
Q9UBC2-3;Q9UBC2;Q9UBC2-2	EPS15L1	36	1914700000	19928000	2114700000	0	355660000	96.0808912083501	106.117021276596	NA	enr	NA	1461686666.66667
P46783;Q9NQ39	RPS10;RPS10P5	6	1.328e+09	133090000	1515900000	0	1474800000	9.97821023367646	11.3900368171914	NA	enr	NA	1439566666.66667
Q13325	IFIT5	21	1535500000	12877000	1844800000	4115400	865290000	119.243612642696	143.263182418265	210.256597171599	enr	157.587797410854	1415196666.66667
P27708	CAD	52	2028400000	1095100000	1552200000	367320000	645930000	1.85225093598758	1.41740480321432	1.75849395622346	NA	1.67604989847512	1408843333.33333
Q86UE4	MTDH	21	2057900000	19833000	1513700000	0	566670000	103.761407754752	76.3222911309434	NA	enr	NA	1379423333.33333
P62987;P62979;P0CG47;P0CG48	UBA52;RPS27A;UBB;UBC	4	1679700000	1187300000	1711700000	192120000	729960000	1.41472247957551	1.44167438726522	3.79950031230481	NA	2.21863239304851	1373786666.66667
P07814	EPRS	39	1855800000	736520000	1386700000	276870000	873700000	2.51968717753761	1.8827730407864	3.15563260736086	NA	2.51936427522829	1372066666.66667
P11940;P11940-2	PABPC1	23	1535900000	642970000	1750500000	210380000	781100000	2.38875841796662	2.72252204612968	3.71280539975283	NA	2.94136195461638	1355833333.33333
Q9NR46;Q9NR46-2	SH3GLB2	13	2030200000	0	1378400000	0	648830000	NA	NA	NA	enr	NA	1352476666.66667
P46108	CRK	15	973630000	20050000	1969800000	0	1112100000	48.5600997506234	98.2443890274314	NA	enr	NA	1351843333.33333
O75147;O75147-2;O75147-1	OBSL1	2	0	0	0	0	4038600000	NA	NA	NA	NA	NA	1346200000
Q14204	DYNC1H1	118	1801800000	847520000	1512900000	152200000	666840000	2.12596752878988	1.78509061733056	4.38134034165572	NA	2.76413282925872	1327180000
Q9Y266	NUDC	17	1544500000	48528000	1990900000	0	413840000	31.826986482031	41.0257995384108	NA	enr	NA	1316413333.33333
Q13442	PDAP1	6	925250000	0	1308200000	0	1703800000	NA	NA	NA	enr	NA	1312416666.66667
Q15365	PCBP1	7	1561500000	578540000	1361100000	319500000	953520000	2.69903550316314	2.35264631659004	2.98441314553991	NA	2.67869832176436	1292040000
P11586	MTHFD1	35	1804900000	1341700000	1365100000	858750000	688660000	1.34523365879109	1.01744056048297	0.801933042212518	NA	1.05486908716219	1286220000
P19338	NCL	21	1565400000	916870000	1039800000	328040000	1252600000	1.70733037398977	1.13407571411432	3.81843677600293	NA	2.21994762136901	1285933333.33333
Q8N1F7;Q8N1F7-2	NUP93	30	1627300000	587710000	1445300000	212230000	727320000	2.76888261217267	2.45920607102142	3.42703670546106	NA	2.88504179621838	1266640000
Q07157-2;Q07157	TJP1	46	1558700000	54525000	1627400000	0	569350000	28.5868867491976	29.8468592388812	NA	enr	NA	1251816666.66667
Q9BY44;Q9BY44-2	EIF2A	24	1053900000	0	1383700000	0	1309400000	NA	NA	NA	enr	NA	1.249e+09
P05388;Q8NHW5	RPLP0;RPLP0P6	9	1568500000	1101500000	1190600000	394310000	974840000	1.4239673172946	1.08088969586927	2.47226801247749	NA	1.65904167521379	1244646666.66667
Q14152	EIF3A	40	1772800000	454730000	1420700000	80797000	537130000	3.89857717766587	3.12427154575242	6.64789534264886	enr	4.55691468868905	1243543333.33333
Q14566	MCM6	34	1587700000	692550000	1398400000	158500000	732210000	2.29254205472529	2.01920438957476	4.6196214511041	NA	2.97712263180138	1239436666.66667
P41252	IARS	36	1752900000	743880000	1287500000	261980000	674360000	2.35642845620261	1.73078991235145	2.57408962516223	NA	2.22043599790543	1238253333.33333
Q7KZF4	SND1	30	1490400000	36938000	1587800000	0	623860000	40.3486924034869	42.9855433428989	NA	enr	NA	1234020000
P16615-5;P16615-2;P16615-3;P16615;P16615-4	ATP2A2	32	1904800000	527100000	1353300000	67589000	420330000	3.61373553405426	2.56744450768355	6.21891136131619	NA	4.133363801018	1226143333.33333
Q8N3C0	ASCC3	60	2124500000	0	1291400000	0	218460000	NA	NA	NA	enr	NA	1211453333.33333
P15924;P15924-2	DSP	92	1449800000	1935900000	1553900000	113410000	605170000	0.748902319334676	0.802675758045354	5.33612556211974	NA	2.29590121316659	1202956666.66667
P05387	RPLP2	7	1256900000	535860000	1.571e+09	139060000	759400000	2.34557533684171	2.93173590116822	5.46095210700417	NA	3.5794211150047	1195766666.66667
Q9BPU6	DPYSL5	19	1424500000	0	1478400000	0	666670000	NA	NA	NA	enr	NA	1189856666.66667
Q96PK6	RBM14	24	1478200000	960070000	1093200000	929360000	987730000	1.5396793983772	1.13866697219994	1.06280666264957	NA	1.24705101107557	1186376666.66667
Q9UJS0;Q9UJS0-2	SLC25A13	30	1.615e+09	549120000	1265600000	404040000	663090000	2.94106934731935	2.30477855477855	1.64114939114939	NA	2.29566576441576	1181230000
Q13347	EIF3I	11	1543100000	355920000	1441700000	0	553510000	4.33552483704203	4.05062935491122	NA	enr	NA	1179436666.66667
P78371;P78371-2	CCT2	29	1382300000	252220000	1342600000	25676000	807990000	5.480532868131	5.32313060026961	31.4686867113258	enr	14.0907833932421	1177630000
P25398	RPS12	3	1555800000	777310000	1355500000	132430000	565770000	2.00151805585931	1.74383450618157	4.27221928566035	NA	2.67252394923374	1159023333.33333
P53007	SLC25A1	10	1686900000	468990000	1275300000	179550000	465110000	3.59687839826009	2.71924774515448	2.59042049568365	NA	2.96884887969941	1142436666.66667
Q9Y4E8;Q9Y4E8-2;Q9Y4E8-3	USP15	32	1427400000	11634000	1739100000	0	256870000	122.692109334709	149.484270242393	NA	enr	NA	1141123333.33333
Q9BRR8	GPATCH1	29	1303900000	0	1535600000	0	550910000	NA	NA	NA	enr	NA	1130136666.66667
P54136	RARS	29	1448200000	589690000	1452900000	180720000	485820000	2.45586664179484	2.46383693126897	2.68824701195219	NA	2.53598352833867	1128973333.33333
O00203	AP3B1	31	923630000	250080000	1747300000	48127000	680450000	3.69333813179782	6.98696417146513	14.1386331996592	enr	8.27297850097406	1117126666.66667
Q9H2G2-2;Q9H2G2	SLK	29	1755700000	124910000	1304700000	0	286210000	14.0557201184853	10.4451204867505	NA	enr	NA	1115536666.66667
Q92841;Q92841-1;Q92841-3;Q92841-2	DDX17	22	1.404e+09	889740000	1.217e+09	475420000	676990000	1.57798907546025	1.36781531683413	1.42398300450128	NA	1.45659579893189	1099330000
P27816;P27816-6;P27816-2;P27816-5	MAP4	37	1500200000	46444000	1.213e+09	0	530910000	32.3012660408234	26.1174748083714	NA	enr	NA	1081370000
Q8WUM4-2;Q8WUM4	PDCD6IP	34	1421700000	948100000	1353900000	163900000	467190000	1.49952536652252	1.42801392258201	2.85045759609518	NA	1.92599896173323	1080930000
Q96C19	EFHD2	13	1.169e+09	34434000	1399100000	0	656350000	33.9490038915026	40.6313527327641	NA	enr	NA	1074816666.66667
P35579;P35579-2	MYH9	56	1423900000	278700000	1084800000	0	710780000	5.10907786149982	3.89235737351991	NA	enr	NA	1073160000
Q16555;Q16555-2	DPYSL2	15	1374100000	0	1407800000	0	431620000	NA	NA	NA	enr	NA	1071173333.33333
Q92621	NUP205	30	1517400000	513410000	1130900000	70253000	534280000	2.95553261525876	2.20272296994605	7.60508448037806	NA	4.25444668852762	1060860000
P50914	RPL14	3	1.193e+09	912570000	1423600000	159220000	524600000	1.30729697447867	1.55998991858159	3.29481220952142	NA	2.05403303419389	1047066666.66667
O43432;O43432-3	EIF4G3	32	1730200000	16255000	1358100000	0	46370000	106.441095047678	83.5496770224546	NA	NA	NA	1044890000
Q9UG63	ABCF2	20	1225800000	532870000	1427800000	203890000	468100000	2.3003734494342	2.67945277459793	2.29584579920545	NA	2.42522400774586	1040566666.66667
P48444;P48444-2	ARCN1	21	1051700000	587080000	1249500000	312720000	800390000	1.79140832595217	2.12833004019895	2.55944614991046	NA	2.15972817202053	1033863333.33333
P61353	RPL27	6	1156700000	886400000	1.12e+09	285340000	801700000	1.30494133574007	1.26353790613718	2.8096306161071	NA	1.79270328599479	1026133333.33333
Q13151	HNRNPA0	10	1584500000	955730000	1112100000	384500000	362770000	1.65789501218964	1.16361315434275	0.943485045513654	NA	1.25499773734868	1019790000
Q9P2J5	LARS	36	1382400000	514740000	999940000	152410000	667160000	2.68562769553561	1.94261180401756	4.37740305754216	NA	3.00188085236511	1016500000
Q9P2D0;Q9P2D0-2	IBTK	31	1451500000	0	1172700000	0	418910000	NA	NA	NA	enr	NA	1014370000
P22087	FBL	14	1274800000	852900000	1236400000	275030000	500720000	1.49466525970219	1.44964239652949	1.82060138893939	NA	1.58830301505702	1003973333.33333
Q9UBX3;Q9UBX3-2	SLC25A10	11	1422900000	496540000	1.116e+09	187070000	464250000	2.86563016071213	2.2475530672252	2.48169134548565	NA	2.53162485780766	1001050000
P52272-2;P52272	HNRNPM	32	1277800000	1255500000	1008700000	439310000	707290000	1.01776184786937	0.803424930306651	1.61000204866723	NA	1.14372960894775	997930000
P31943	HNRNPH1	11	1325400000	787860000	873640000	680440000	790520000	1.68227857741223	1.10887721168736	1.16177767327024	NA	1.31764448745661	996520000
Q15717	ELAVL1	13	1416100000	502930000	1.058e+09	201810000	515070000	2.81569999801165	2.10367247927147	2.55225211832912	NA	2.49054153187075	996390000
P46777	RPL5	10	1046400000	613970000	1237700000	183320000	594170000	1.704317800544	2.01589654217633	3.24116299367227	NA	2.32045911213087	959423333.333333
P55196-3;P55196;P55196-5;P55196-1;P55196-2;P55196-6	MLLT4	42	1.219e+09	0	1.036e+09	0	619070000	NA	NA	NA	enr	NA	958023333.333333
Q99613	EIF3C	24	1091700000	512650000	1348800000	88576000	423570000	2.12952306641958	2.63103481907734	4.78199512283237	NA	3.18085100277643	954690000
P35658-4;P35658-3;P35658-2;P35658;P35658-5	NUP214	36	1234500000	254980000	857070000	519460000	742270000	4.84155620048631	3.36132245666327	1.42892619258461	NA	3.21060161657806	944613333.333333
Q13596;Q13596-2;Q13596-3	SNX1	18	1279400000	39184000	1346400000	0	194560000	32.6510820743161	34.3609636586362	NA	enr	NA	940120000
Q9BYJ9	YTHDF1	14	1107800000	157540000	1259800000	72125000	420330000	7.03186492319411	7.99669925098388	5.82779896013865	enr	6.95212104477221	929310000
P25205	MCM3	25	1113700000	536720000	1070100000	0	582550000	2.07501117901327	1.99377701594873	NA	NA	NA	922116666.666667
P51114;P51114-2;P51114-3	FXR1	20	987890000	0	1306300000	0	471740000	NA	NA	NA	enr	NA	921976666.666667
P83881	RPL36A	7	1.254e+09	962950000	923140000	280130000	525270000	1.30224829949634	0.958658289630822	1.87509370649341	NA	1.37866676520686	900803333.333333
Q9H9B4	SFXN1	11	1207400000	480500000	1.046e+09	162760000	448760000	2.51279916753382	2.17689906347555	2.75718849840256	NA	2.48229557647064	900720000
P57088	TMEM33	7	1154300000	507010000	1032500000	447920000	512800000	2.27668093331492	2.03644898522712	1.14484729415967	NA	1.81932573756724	899866666.666667
Q9H7E2-3;Q9H7E2;Q9H7E2-2	TDRD3	29	1146400000	0	1002100000	0	528190000	NA	NA	NA	enr	NA	892230000
O95433	AHSA1	16	1166400000	345500000	1113400000	137090000	392280000	3.37597684515195	3.22257597684515	2.86147786125903	NA	3.15334356108538	890693333.333333
Q15154-2;Q15154	PCM1	38	1597600000	66176000	542450000	17805000	526670000	24.1416827852998	8.19708051257253	29.5798932884021	enr	20.6395521954248	888906666.666667
Q7Z569	BRAP	17	1290100000	0	1113500000	0	243110000	NA	NA	NA	enr	NA	882236666.666667
P34932	HSPA4	28	1327200000	0	946070000	0	368330000	NA	NA	NA	enr	NA	880533333.333333
P43490	NAMPT	22	1.014e+09	544490000	916060000	300620000	691380000	1.86229315506254	1.68241840988815	2.299846982902	NA	1.94818618261756	873813333.333333
Q14677;Q14677-3;Q14677-2	CLINT1	16	889710000	76592000	1.381e+09	0	350530000	11.6162262377272	18.030603718404	NA	enr	NA	873746666.666667
P49207	RPL34	5	1101800000	1037300000	1247700000	177140000	240660000	1.06218066133231	1.20283428130724	1.35858642881337	NA	1.20786712381764	863386666.666667
Q8TDN6	BRIX1	16	1247800000	565370000	1021400000	327160000	306750000	2.20705025027858	1.8066045244707	0.937614622814525	NA	1.65042313252127	858650000
P54577	YARS	26	1419400000	200050000	610920000	27506000	537800000	7.09522619345164	3.05383654086478	19.5520977241329	enr	9.90038681948311	856040000
Q14683	SMC1A	40	1105200000	325410000	937030000	38259000	511810000	3.3963307827049	2.87953658461633	13.3775059463133	NA	6.55112443787817	851346666.666667
Q9Y4P8-4;Q9Y4P8-2;Q9Y4P8;Q9Y4P8-6;Q9Y4P8-3;Q9Y4P8-5	WIPI2	7	1159800000	0	1122200000	0	261730000	NA	NA	NA	enr	NA	847910000
P42224;P42224-2	STAT1	22	1001200000	150910000	1091200000	25576000	451160000	6.63441786495262	7.23079981445895	17.6399749765405	enr	10.5017308853174	847853333.333333
O14531	DPYSL4	18	1040100000	0	1210900000	0	289320000	NA	NA	NA	enr	NA	846773333.333333
O95985-3;O95985-2;O95985	TOP3B	22	1028300000	0	1093100000	0	417290000	NA	NA	NA	enr	NA	846230000
P46821	MAP1B	35	1344700000	52866000	923550000	0	257830000	25.4360080202777	17.4696402224492	NA	enr	NA	842026666.666667
O15084;O15084-4;O15084-1;O15084-2	ANKRD28	24	1259900000	34878000	832930000	0	425570000	36.1230575147658	23.8812431905499	NA	enr	NA	839466666.666667
Q7Z6K5	ARPIN	9	758070000	0	842710000	0	905490000	NA	NA	NA	enr	NA	835423333.333333
P06748-2;P06748;P06748-3	NPM1	10	1047700000	568610000	939910000	231500000	479400000	1.84256344418846	1.65299590228804	2.07084233261339	NA	1.8554672263633	822336666.666667
P50747	HLCS	20	788670000	445670000	973020000	296850000	7.01e+08	1.76962775147531	2.1832746202347	2.36146201785414	NA	2.10478812985471	820896666.666667
P40763-2;P40763	STAT3	27	769940000	0	951830000	0	715760000	NA	NA	NA	enr	NA	812510000
Q96I24	FUBP3	17	1134200000	37338000	1023800000	0	279340000	30.376560072848	27.4197868123627	NA	enr	NA	812446666.666667
Q8TC07-2;Q8TC07-3;Q8TC07	TBC1D15	20	1141800000	140880000	1064100000	0	219320000	8.10477001703578	7.55323679727428	NA	enr	NA	808406666.666667
P28288;P28288-2	ABCD3	22	1441300000	422360000	771670000	115920000	210500000	3.41249171323042	1.82704328061369	1.81590752242926	NA	2.35181417209112	807823333.333333
Q9BQG0;Q9BQG0-2	MYBBP1A	33	1373500000	453640000	633810000	75288000	413760000	3.02773124063134	1.39716515298475	5.49569652534268	NA	3.30686430631959	807023333.333333
Q9Y2L1;Q9Y2L1-2	DIS3	29	969700000	389470000	987410000	71730000	454660000	2.489793822374	2.53526587413665	6.3384915655932	NA	3.78785042070128	803923333.333333
P42167;P42167-2;P42166	TMPO	14	892990000	17993000	858720000	0	644500000	49.6298560551325	47.7252264769633	NA	enr	NA	798736666.666667
Q86UK7-2;Q86UK7-3;Q86UK7	ZNF598	20	977060000	0	968040000	0	446510000	NA	NA	NA	enr	NA	797203333.333333
Q3ZCQ8;Q3ZCQ8-2	TIMM50	8	1001800000	300180000	851210000	168260000	515780000	3.33733093477247	2.83566526750616	3.06537501485796	NA	3.07945707237886	789596666.666667
Q9P035	HACD3	10	983460000	407720000	794610000	163910000	574520000	2.41209653683901	1.94891101736486	3.5050942590446	NA	2.62203393774949	784196666.666667
O76021	RSL1D1	16	1048300000	378810000	927100000	192940000	359550000	2.76735038673741	2.44740107177741	1.86353270446771	NA	2.35942805432751	778316666.666667
A5YKK6;A5YKK6-2;A5YKK6-3;A5YKK6-4	CNOT1	49	839390000	73311000	1.18e+09	23925000	309350000	11.4497142311522	16.0958109969854	12.9299895506792	enr	13.4918382596056	776246666.666667
P14868	DARS	22	977160000	452770000	819870000	272380000	495550000	2.15818185833867	1.81078693376328	1.81933328438211	NA	1.92943402549469	764193333.333333
P51571	SSR4	5	1157500000	323210000	782780000	147160000	324740000	3.5812629559729	2.42189288697751	2.20671378091873	NA	2.73662320795638	755006666.666667
O60506-4;O60506-3;O60506-2;O60506;O60506-5	SYNCRIP	14	736730000	175900000	874380000	98059000	637670000	4.18834565093803	4.9708925525867	6.50292171039884	enr	5.22071997130786	749593333.333333
P55884;P55884-2	EIF3B	15	1144100000	245090000	858480000	53883000	232110000	4.66808111306051	3.50271328899588	4.30766661099048	enr	4.15948700434896	744896666.666667
Q06124;Q06124-2;Q06124-3	PTPN11	23	612560000	24929000	893490000	0	722570000	24.5721850054154	35.8413895463115	NA	enr	NA	742873333.333333
Q8TD19	NEK9	19	1200300000	22759000	894070000	0	127700000	52.7395755525287	39.2842392020739	NA	NA	NA	740690000
P55209	NAP1L1	7	661410000	68741000	1.162e+09	26877000	391250000	9.62176866789834	16.9040310731587	14.5570562190721	enr	13.694285320043	738220000
P78344;P78344-2	EIF4G2	26	891900000	26854000	1.015e+09	0	302050000	33.2129291725627	37.7969762419007	NA	enr	NA	736316666.666667
P62258;P62258-2	YWHAE	13	910560000	228110000	940470000	23138000	356280000	3.99175836219368	4.12287931261234	15.3980465035872	enr	7.83756139279773	735770000
P17066;P48741	HSPA6;HSPA7	1	0	0	0	0	2186600000	NA	NA	NA	NA	NA	728866666.666667
P41091;Q2VIR3;Q2VIR3-2	EIF2S3;EIF2S3L	15	1005400000	537990000	924260000	204590000	248310000	1.86880797040837	1.71798732318445	1.21369568405103	NA	1.60016365921462	725990000
P08237;P08237-3;P08237-2	PFKM	19	1094700000	413450000	910600000	106260000	159510000	2.64772040149958	2.20244285887048	1.50112930547713	NA	2.11709752194906	721603333.333333
P56192	MARS	23	972070000	319520000	772810000	99131000	412690000	3.04228217325989	2.41865923885829	4.16307714034964	NA	3.20800618415594	719190000
Q3MHD2;Q3MHD2-2	LSM12	5	1151300000	73390000	736560000	29375000	266760000	15.6874233546805	10.0362447199891	9.0811914893617	enr	11.6016198546771	718206666.666667
P84098	RPL19	6	570370000	778460000	406810000	352550000	1176300000	0.73269018318218	0.5225830485831	3.33654800737484	NA	1.53060707971337	717826666.666667
P61978-3;P61978;P61978-2	HNRNPK	17	696390000	422700000	741650000	187560000	687730000	1.64748048261178	1.75455405725101	3.66671998293879	NA	2.35625150760053	708590000
