chr1	start1	stop1	cluster_id1	tc_rep1	strand	uniq_reads1	ccr1	chr2	start2	stop2	cluster_id2	tc_rep2	uniq_reads2	ccr2	overlap_nt	gene	region
chr1	19683969	19684056	CID_511016	9	-	11	19684002	chr1	19683996	19684056	CID_354107	6	8	19684008	60	CAPZB	CDS
chr1	19705040	19705105	CID_511036	6	-	8	19705050	chr1	19705040	19705109	CID_354131	5	10	19705050	65	CAPZB	CDS
chr1	19948607	19948642	CID_511290	34	+	42	19948627	chr1	19948613	19948642	CID_354324	24	36	19948627	29	NBL1	UTR5
chr1	20975025	20975050	CID_512442	5	+	7	20975028	chr1	20975024	20975050	CID_355165	4	5	20975026	25	PINK1	CDS
chr1	20978797	20979024	CID_512478	588	-	993	20978977	chr1	20978802	20979024	CID_355195	454	793	20978977	222	DDOST	stop
chr1	20979114	20979219	CID_512479	84	-	126	20979127	chr1	20979113	20979219	CID_355196	77	114	20979129	105	DDOST	CDS
chr1	20980712	20980870	CID_512485	918	-	1293	20980791	chr1	20980715	20980869	CID_355201	744	1034	20980791	154	DDOST	CDS
chr1	20981107	20981201	CID_512486	3549	-	6510	20981148	chr1	20981107	20981201	CID_355203	2767	5254	20981148	94	DDOST	CDS
chr1	20981935	20982031	CID_512487	158	-	228	20981966	chr1	20981935	20982031	CID_355204	171	226	20981966	96	DDOST	CDS
chr1	20982169	20982272	CID_512488	465	-	620	20982204	chr1	20982169	20982272	CID_355206	355	470	20982204	103	DDOST	CDS
chr1	20987373	20987484	CID_512496	613	-	872	20987388	chr1	20987370	20987485	CID_355211	449	669	20987388	111	DDOST	CDS
chr1	20987690	20987856	CID_512502	195	-	263	20987713	chr1	20987690	20987824	CID_355212	117	176	20987714	134	DDOST	start
chr1	21070765	21070818	CID_512652	8	-	10	21070773	chr1	21070765	21070818	CID_355305	4	8	21070773	53	HP1BP3	UTR3
chr1	21071005	21071075	CID_512657	5	-	6	21071024	chr1	21071005	21071083	CID_355307	6	9	21071022	70	HP1BP3	UTR3
chr1	21071212	21071260	CID_512658	30	-	39	21071239	chr1	21071222	21071260	CID_355310	13	17	21071247	38	HP1BP3	UTR3
chr1	21268113	21268247	CID_512864	24	-	30	21268215	chr1	21268164	21268251	CID_355460	34	39	21268218	83	EIF4G3	CDS
chr1	21268659	21268724	CID_512870	5	-	5	21268668	chr1	21268652	21268697	CID_355465	4	5	21268665	38	EIF4G3	UTR5
chr1	21307583	21307632	CID_512904	8	-	8	21307607	chr1	21307583	21307632	CID_355496	4	5	21307615	49	EIF4G3	CDS
chr1	21415645	21415667	CID_512977	5	-	6	21415662	chr1	21415645	21415687	CID_355545	7	11	21415664	22	EIF4G3	UTR5
chr1	21546456	21546623	CID_513085	53	-	70	21546524	chr1	21546489	21546583	CID_355634	32	52	21546525	94	ECE1	CDS
chr1	21551844	21551934	CID_513094	8	-	17	21551869	chr1	21551848	21551915	CID_355646	5	7	21551869	67	ECE1	CDS
chr1	21560052	21560138	CID_513102	26	-	34	21560102	chr1	21560057	21560115	CID_355655	12	15	21560096	58	ECE1	CDS
chr1	21562354	21562413	CID_513108	34	-	50	21562383	chr1	21562357	21562413	CID_355660	14	28	21562383	56	ECE1	CDS
chr1	21563258	21563328	CID_513111	4	-	5	21563272	chr1	21563258	21563310	CID_355661	2	8	21563268	52	ECE1	CDS
chr1	21573717	21573771	CID_513128	89	-	138	21573731	chr1	21573714	21573759	CID_355669	38	62	21573731	42	ECE1	CDS
chr1	21585199	21585324	CID_513144	80	-	159	21585215	chr1	21585199	21585295	CID_355685	36	64	21585215	96	ECE1	CDS
chr1	22157712	22157822	CID_513854	14	-	19	22157736	chr1	22157712	22157782	CID_356195	10	17	22157736	70	HSPG2	CDS
chr1	22161256	22161366	CID_513868	3	-	5	22161290	chr1	22161265	22161438	CID_356216	8	16	22161292	101	HSPG2	CDS
chr1	22165473	22165554	CID_513878	1	-	11	22165478	chr1	22165445	22165516	CID_356224	3	9	22165479	43	HSPG2	CDS
chr1	22172601	22172690	CID_513915	6	-	9	22172616	chr1	22172601	22172657	CID_356251	3	6	22172616	56	HSPG2	CDS
chr1	22178069	22178143	CID_513939	4	-	11	22178105	chr1	22178101	22178148	CID_356274	2	8	22178112	42	HSPG2	UTR3
chr1	22182352	22182391	CID_513967	2	-	5	22182367	chr1	22182341	22182391	CID_356297	7	11	22182367	39	HSPG2	CDS
chr1	22186362	22186418	CID_513980	4	-	7	22186382	chr1	22186363	22186452	CID_356308	9	15	22186384	55	HSPG2	CDS
chr1	22188486	22188547	CID_513987	7	-	8	22188505	chr1	22188498	22188544	CID_356314	3	6	22188498	46	HSPG2	CDS
chr1	22188551	22188581	CID_513988	4	-	7	22188577	chr1	22188551	22188608	CID_356315	8	8	22188577	30	HSPG2	CDS
chr1	22198723	22198798	CID_514006	8	-	10	22198788	chr1	22198757	22198811	CID_356337	5	7	22198788	41	HSPG2	CDS
chr1	22202734	22202824	CID_514030	19	-	26	22202768	chr1	22202731	22202806	CID_356364	15	30	22202771	72	HSPG2	CDS
chr1	22202829	22202898	CID_514031	5	-	7	22202866	chr1	22202860	22202895	CID_356367	3	6	22202866	35	HSPG2	CDS
chr1	22206656	22206744	CID_514046	6	-	10	22206687	chr1	22206656	22206747	CID_356380	12	16	22206692	88	HSPG2	CDS
chr1	22207841	22207954	CID_514058	20	-	38	22207883	chr1	22207832	22207912	CID_356390	8	16	22207884	71	HSPG2	CDS
chr1	22211262	22211316	CID_514064	6	-	8	22211278	chr1	22211262	22211320	CID_356396	5	11	22211282	54	HSPG2	CDS
chr1	22211815	22211898	CID_514070	11	-	26	22211821	chr1	22211815	22211915	CID_356402	8	11	22211821	83	HSPG2	CDS
chr1	22213720	22213781	CID_514075	10	-	12	22213735	chr1	22213717	22213790	CID_356404	6	12	22213737	61	HSPG2	CDS
chr1	22216474	22216532	CID_514088	4	-	8	22216491	chr1	22216484	22216567	CID_356412	4	12	22216497	48	HSPG2	CDS
chr1	22419310	22419346	CID_514335	155	+	171	22419313	chr1	22419305	22419343	CID_356607	112	132	22419313	33	CDC42	UTR3
chr1	22903117	22903159	CID_514924	7	+	18	22903139	chr1	22903119	22903156	CID_357067	5	14	22903139	37	EPHA8	CDS
chr1	22915595	22915638	CID_514956	7	+	10	22915612	chr1	22915583	22915654	CID_357095	4	8	22915605	43	EPHA8	CDS
chr1	23208889	23208956	CID_515363	7	+	12	23208903	chr1	23208896	23208961	CID_357364	8	9	23208903	60	EPHB2	CDS
chr1	23234446	23234500	CID_515405	5	+	8	23234453	chr1	23234446	23234475	CID_357396	5	5	23234453	29	EPHB2	CDS
chr1	23408744	23408800	CID_515598	12	+	14	23408774	chr1	23408747	23408851	CID_357539	12	17	23408768	53	KDM1A	CDS
chr1	23520105	23520168	CID_515735	4	-	7	23520114	chr1	23520105	23520139	CID_357651	5	6	23520114	34	HTR1D	CDS
chr1	23636683	23636734	CID_515851	7	-	7	23636722	chr1	23636671	23636734	CID_357738	6	6	23636725	51	HNRNPR	UTR3
chr1	23636756	23636816	CID_515852	22	-	27	23636778	chr1	23636756	23636801	CID_357739	9	14	23636778	45	HNRNPR	UTR3
chr1	23637357	23637558	CID_515865	93	-	150	23637546	chr1	23637444	23637551	CID_357748	39	59	23637546	107	HNRNPR	CDS
chr1	23645135	23645178	CID_515878	36	-	48	23645162	chr1	23645135	23645178	CID_357755	29	33	23645162	43	HNRNPR	CDS
chr1	23670704	23670780	CID_515918	8	-	10	23670740	chr1	23670710	23670762	CID_357797	6	6	23670737	52	HNRNPR	UTR5
chr1	23696747	23696789	CID_515947	16	+	136	23696749	chr1	23696747	23696774	CID_357819	7	86	23696757	27	Y_RNA	UTR3
chr1	23842865	23842936	CID_516125	13	-	19	23842898	chr1	23842892	23842936	CID_357910	1	5	23842898	44	E2F2	CDS
chr1	24019112	24019249	CID_516337	75	+	98	24019126	chr1	24019109	24019249	CID_358045	63	78	24019126	137	RPL11	CDS
chr1	24021143	24021281	CID_516340	68	+	85	24021232	chr1	24021143	24021281	CID_358047	48	66	24021232	138	RPL11	CDS
chr1	24022294	24022358	CID_516344	7	+	11	24022306	chr1	24022291	24022358	CID_358054	14	20	24022304	64	RPL11	CDS
chr1	24022809	24022885	CID_516347	108	+	138	24022870	chr1	24022838	24022896	CID_358056	79	96	24022865	47	RPL11	stop
chr1	24119651	24119689	CID_516496	8	+	13	24119660	chr1	24119650	24119689	CID_358194	4	7	24119669	38	LYPLA2	CDS
chr1	24172562	24172604	CID_516587	20	-	31	24172582	chr1	24172562	24172604	CID_358267	15	22	24172578	42	FUCA1	CDS
chr1	24186293	24186393	CID_516603	60	-	84	24186316	chr1	24186288	24186393	CID_358279	42	58	24186316	100	FUCA1	CDS
chr1	24191974	24192093	CID_516607	52	-	66	24192001	chr1	24191986	24192086	CID_358283	37	44	24192001	100	FUCA1	CDS
chr1	24194387	24194512	CID_516611	15	-	18	24194405	chr1	24194387	24194477	CID_358284	10	12	24194405	90	FUCA1	CDS
chr1	24718119	24718157	CID_517194	4	-	5	24718124	chr1	24718119	24718157	CID_358725	4	5	24718128	38	STPG1	CDS
chr1	24766655	24766730	CID_517240	5	+	9	24766682	chr1	24766663	24766706	CID_358760	3	5	24766683	43	NIPAL3	UTR5
chr1	24782640	24782764	CID_517267	47	+	64	24782704	chr1	24782655	24782758	CID_358777	19	25	24782700	103	NIPAL3	CDS
chr1	24790555	24790610	CID_517281	18	+	23	24790572	chr1	24790527	24790606	CID_358785	20	25	24790571	51	NIPAL3	CDS
chr1	24795484	24795603	CID_517289	36	+	48	24795532	chr1	24795477	24795594	CID_358790	20	28	24795539	110	NIPAL3	CDS
chr1	24795658	24795765	CID_517291	9	+	15	24795692	chr1	24795670	24795746	CID_358792	6	7	24795683	76	NIPAL3	stop
chr1	24978927	24979113	CID_517532	28	+	43	24979080	chr1	24979007	24979107	CID_358961	12	24	24979086	100	SRRM1	CDS
chr1	24981437	24981614	CID_517539	191	+	274	24981537	chr1	24981425	24981561	CID_358966	94	127	24981537	124	SRRM1	CDS
chr1	24987224	24987267	CID_517544	8	+	13	24987241	chr1	24987226	24987255	CID_358975	4	7	24987241	29	SRRM1	UTR3
chr1	24989151	24989191	CID_517547	11	+	38	24989154	chr1	24989151	24989191	CID_358980	7	26	24989158	40	SRRM1	UTR3
chr1	24993324	24993410	CID_517552	12	+	23	24993362	chr1	24993345	24993417	CID_358987	6	15	24993360	65	SRRM1	UTR3
chr1	24995611	24995657	CID_517554	38	+	54	24995634	chr1	24995611	24995655	CID_358988	18	22	24995634	44	SRRM1	CDS
chr1	24995748	24995816	CID_517557	34	+	56	24995755	chr1	24995748	24995816	CID_358991	20	30	24995757	68	SRRM1	CDS
chr1	25167394	25167517	CID_517710	104	+	143	25167491	chr1	25167394	25167517	CID_359123	69	85	25167491	123	CLIC4	stop
chr1	25168173	25168212	CID_517720	2	+	7	25168197	chr1	25168167	25168212	CID_359133	5	7	25168203	39	CLIC4	UTR3
chr1	25168507	25168552	CID_517725	12	+	13	25168526	chr1	25168507	25168584	CID_359138	17	20	25168530	45	CLIC4	UTR3
chr1	25169539	25169572	CID_517738	2	+	5	25169552	chr1	25169539	25169572	CID_359152	3	5	25169557	33	CLIC4	UTR3
chr1	25170216	25170281	CID_517746	7	+	7	25170225	chr1	25170223	25170268	CID_359158	5	5	25170225	45	CLIC4	UTR3
chr1	25780763	25780803	CID_518473	22	+	29	25780785	chr1	25780761	25780803	CID_359668	5	13	25780785	40	TMEM57	CDS
chr1	25783244	25783288	CID_518477	14	+	15	25783256	chr1	25783245	25783288	CID_359672	3	7	25783256	43	TMEM57	CDS
chr1	25785017	25785078	CID_518480	15	+	18	25785041	chr1	25785017	25785082	CID_359675	3	8	25785050	61	TMEM57	CDS
chr1	25944349	25944414	CID_518719	3	+	10	25944358	chr1	25944352	25944414	CID_359844	4	7	25944354	62	MAN1C1	UTR5
chr1	26126790	26126878	CID_518911	9	+	16	26126865	chr1	26126788	26126883	CID_359995	10	15	26126865	88	SEPN1	CDS
chr1	26127535	26127639	CID_518912	126	+	191	26127573	chr1	26127535	26127639	CID_359996	111	167	26127573	104	SEPN1	CDS
chr1	26136175	26136312	CID_518931	443	+	588	26136222	chr1	26136175	26136312	CID_360010	347	458	26136222	137	SEPN1	CDS
chr1	26139175	26139273	CID_518936	43	+	69	26139244	chr1	26139179	26139275	CID_360014	38	61	26139244	94	SEPN1	CDS
chr1	26142677	26142749	CID_518948	9	+	12	26142703	chr1	26142694	26142739	CID_360032	5	9	26142703	45	SEPN1	UTR3
chr1	26144037	26144072	CID_518967	8	+	9	26144061	chr1	26144050	26144072	CID_360047	5	5	26144060	22	SEPN1	UTR3
chr1	26144648	26144674	CID_518976	4	+	5	26144651	chr1	26144648	26144685	CID_360055	12	13	26144654	26	SEPN1	UTR3
chr1	26227039	26227189	CID_519115	235	-	273	26227131	chr1	26227039	26227184	CID_360155	192	219	26227131	145	STMN1	UTR3
chr1	26227406	26227551	CID_519118	385	-	532	26227486	chr1	26227406	26227565	CID_360158	292	408	26227486	145	STMN1	stop
chr1	26230189	26230304	CID_519129	165	-	205	26230213	chr1	26230169	26230304	CID_360166	137	168	26230213	115	STMN1	CDS
chr1	26231154	26231232	CID_519130	166	-	216	26231197	chr1	26231155	26231232	CID_360168	115	154	26231197	77	STMN1	start
chr1	26798994	26799114	CID_519816	16	+	52	26799078	chr1	26799020	26799112	CID_360644	16	40	26799078	92	HMGN2	start
chr1	26800088	26800123	CID_519822	10	+	10	26800113	chr1	26800102	26800123	CID_360653	6	6	26800110	21	HMGN2	CDS
chr1	26800142	26800180	CID_519823	3	+	6	26800166	chr1	26800132	26800180	CID_360654	3	5	26800169	38	HMGN2	CDS
chr1	26800261	26800293	CID_519825	18	+	28	26800290	chr1	26800241	26800301	CID_360656	13	15	26800290	32	HMGN2	CDS
chr1	27107396	27107439	CID_520205	138	+	156	27107410	chr1	27107363	27107439	CID_360932	55	68	27107409	43	ARID1A	UTR3
chr1	27121259	27121361	CID_520243	16	+	24	27121267	chr1	27121221	27121320	CID_360964	8	9	27121268	61	PIGV	CDS
chr1	27153499	27153635	CID_520281	30	+	73	27153619	chr1	27153529	27153629	CID_361001	7	27	27153619	100	ZDHHC18	CDS
chr1	27158941	27159065	CID_520288	66	+	106	27159008	chr1	27158937	27159022	CID_361005	20	31	27159008	81	ZDHHC18	CDS
chr1	27175099	27175175	CID_520295	9	+	14	27175114	chr1	27175099	27175175	CID_361015	5	7	27175118	76	ZDHHC18	CDS
chr1	27176796	27176930	CID_520298	149	+	226	27176866	chr1	27176818	27176928	CID_361018	30	53	27176867	110	ZDHHC18	CDS
chr1	27177059	27177097	CID_520299	19	+	25	27177066	chr1	27177052	27177097	CID_361019	4	12	27177065	38	ZDHHC18	CDS
chr1	27212505	27212624	CID_520393	154	-	228	27212553	chr1	27212464	27212624	CID_361077	65	98	27212553	119	GPN2	CDS
chr1	27215567	27215609	CID_520396	6	-	8	27215582	chr1	27215527	27215609	CID_361080	6	8	27215582	42	GPN2	CDS
chr1	27269224	27269255	CID_520474	9	+	10	27269234	chr1	27269224	27269261	CID_361143	6	10	27269234	31	NUDC	CDS
chr1	27428878	27428950	CID_520678	4	-	6	27428882	chr1	27428878	27428916	CID_361295	2	5	27428891	38	SLC9A1	CDS
chr1	27434261	27434321	CID_520694	8	-	12	27434272	chr1	27434261	27434321	CID_361310	5	7	27434276	60	SLC9A1	CDS
chr1	27440463	27440676	CID_520706	38	-	97	27440635	chr1	27440548	27440667	CID_361323	15	81	27440635	119	SLC9A1	UTR5
chr1	27480720	27480808	CID_520766	13	-	25	27480779	chr1	27480745	27480808	CID_361354	6	11	27480774	63	SLC9A1	UTR5
chr1	27660481	27660530	CID_521029	4	+	5	27660497	chr1	27660481	27660536	CID_361535	4	5	27660497	49	TMEM222	CDS
chr1	27661850	27661993	CID_521034	31	+	49	27661919	chr1	27661884	27661986	CID_361542	11	23	27661913	102	TMEM222	stop
chr1	27661997	27662109	CID_521036	25	+	36	27662031	chr1	27662003	27662106	CID_361543	11	17	27662031	103	TMEM222	UTR3
chr1	27733281	27733320	CID_521195	6	-	8	27733300	chr1	27733284	27733326	CID_361683	5	7	27733300	36	WASF2	UTR3
chr1	27739076	27739220	CID_521222	54	-	85	27739109	chr1	27739076	27739211	CID_361718	16	32	27739104	135	WASF2	CDS
chr1	27741355	27741393	CID_521224	5	-	11	27741359	chr1	27741355	27741429	CID_361719	3	7	27741358	38	WASF2	CDS
chr1	28150161	28150193	CID_521696	5	+	6	28150166	chr1	28150161	28150193	CID_362062	6	8	28150169	32	STX12	UTR3
chr1	28167532	28167633	CID_521717	30	+	39	28167610	chr1	28167532	28167618	CID_362072	2	5	28167601	86	PPP1R8	UTR5
chr1	28218515	28218568	CID_521801	8	-	15	28218534	chr1	28218493	28218552	CID_362123	5	7	28218533	37	RPA2	UTR3
chr1	28220522	28220557	CID_521805	2	-	6	28220532	chr1	28220522	28220557	CID_362130	2	5	28220536	35	RPA2	CDS
chr1	28240955	28240991	CID_521830	6	-	10	28240973	chr1	28240955	28240996	CID_362146	6	8	28240974	36	RPA2	UTR5
chr1	28271863	28271918	CID_521857	5	+	14	28271897	chr1	28271875	28271910	CID_362167	4	8	28271889	35	SMPDL3B	CDS
chr1	28285023	28285077	CID_521885	14	+	14	28285055	chr1	28285023	28285071	CID_362196	8	8	28285055	48	SMPDL3B	CDS
chr1	28285355	28285401	CID_521890	5	+	34	28285374	chr1	28285349	28285391	CID_362200	2	15	28285368	36	SMPDL3B	UTR3
chr1	28339781	28339805	CID_521980	4	-	6	28339782	chr1	28339770	28339804	CID_362262	8	9	28339782	23	EYA3	CDS
chr1	28343694	28343743	CID_521986	83	-	114	28343718	chr1	28343694	28343743	CID_362265	33	46	28343718	49	EYA3	CDS
chr1	28354300	28354323	CID_521987	10	-	13	28354315	chr1	28354300	28354328	CID_362272	9	9	28354317	23	EYA3	CDS
chr1	28358594	28358619	CID_521998	56	-	61	28358594	chr1	28358594	28358633	CID_362274	42	49	28358594	25	RN7SL559P	UTR5
chr1	28365354	28365406	CID_522001	5	-	10	28365359	chr1	28365354	28365406	CID_362280	4	6	28365359	52	EYA3	start
chr1	28527664	28527755	CID_522154	49	-	55	28527692	chr1	28527665	28527736	CID_362397	47	54	28527693	71	DNAJC8	UTR3
chr1	28562970	28563081	CID_522190	5	+	6	28562997	chr1	28562997	28563081	CID_362420	7	8	28563005	84	ATPIF1	UTR3
chr1	28600623	28600645	CID_522266	5	+	9	28600624	chr1	28600623	28600645	CID_362466	4	5	28600625	22	SESN2	CDS
chr1	28832570	28832596	CID_522482	10	+	16	28832577	chr1	28832570	28832601	CID_362601	8	14	28832577	26	RCC1	UTR5
chr1	28835705	28835742	CID_522495	8	+	10	28835730	chr1	28835700	28835757	CID_362615	6	9	28835721	37	SNHG3	UTR5
chr1	28862775	28862871	CID_522553	33	+	40	28862792	chr1	28862775	28862826	CID_362669	10	14	28862792	51	RCC1	CDS
chr1	28863283	28863407	CID_522554	23	+	29	28863330	chr1	28863283	28863376	CID_362670	7	9	28863330	93	RCC1	CDS
chr1	29069101	29069162	CID_522783	11	+	12	29069127	chr1	29069071	29069160	CID_362821	4	6	29069123	59	YTHDF2	CDS
chr1	29314362	29314409	CID_523055	5	+	5	29314381	chr1	29314362	29314401	CID_362986	2	5	29314380	39	EPB41	UTR5
chr1	29391600	29391669	CID_523120	38	+	50	29391619	chr1	29391607	29391662	CID_363027	15	17	29391626	55	EPB41	CDS
chr1	29424380	29424447	CID_523138	7	+	9	29424404	chr1	29424380	29424421	CID_363047	5	8	29424404	41	EPB41	CDS
chr1	29585763	29585852	CID_523375	18	+	23	29585815	chr1	29585805	29585854	CID_363259	4	5	29585815	47	PTPRU	CDS
chr1	29585961	29586045	CID_523376	22	+	32	29586022	chr1	29585961	29586073	CID_363260	20	27	29586028	84	PTPRU	CDS
chr1	29605982	29606169	CID_523405	41	+	65	29606063	chr1	29606007	29606118	CID_363290	25	36	29606063	111	PTPRU	CDS
chr1	29606563	29606623	CID_523407	7	+	10	29606566	chr1	29606551	29606623	CID_363294	15	19	29606574	60	PTPRU	CDS
chr1	29637973	29638047	CID_523451	14	+	15	29637993	chr1	29637976	29638038	CID_363326	10	11	29637994	62	PTPRU	CDS
chr1	29642633	29642655	CID_523468	7	+	10	29642635	chr1	29642631	29642655	CID_363339	6	7	29642636	22	PTPRU	CDS
chr1	29644321	29644419	CID_523477	4	+	7	29644409	chr1	29644309	29644419	CID_363343	10	14	29644409	98	PTPRU	CDS
chr1	29650161	29650256	CID_523488	4	+	5	29650178	chr1	29650150	29650212	CID_363347	6	6	29650178	51	PTPRU	CDS
chr1	31346158	31346211	CID_525174	13	-	15	31346169	chr1	31346158	31346219	CID_364584	6	10	31346169	53	SDC3	CDS
chr1	31347325	31347435	CID_525183	21	-	24	31347355	chr1	31347345	31347435	CID_364590	8	11	31347356	90	SDC3	CDS
chr1	31405289	31405378	CID_525267	7	-	11	31405301	chr1	31405289	31405354	CID_364645	3	5	31405310	65	PUM1	UTR3
chr1	31414936	31414969	CID_525294	3	-	6	31414945	chr1	31414936	31414963	CID_364667	4	5	31414949	27	PUM1	CDS
chr1	31438847	31439107	CID_525330	37	-	69	31438978	chr1	31438885	31439073	CID_364699	10	25	31438978	188	PUM1	CDS
chr1	31465237	31465274	CID_525371	10	-	10	31465245	chr1	31465237	31465277	CID_364722	5	7	31465247	37	PUM1	CDS
chr1	31742052	31742087	CID_525626	7	-	8	31742061	chr1	31742052	31742087	CID_364924	6	6	31742061	35	SNRNP40	CDS
chr1	31901848	31901915	CID_525804	25	+	32	31901864	chr1	31901834	31901907	CID_365068	13	20	31901864	59	SERINC2	CDS
chr1	32198599	32198729	CID_526202	10	-	15	32198627	chr1	32198599	32198682	CID_365363	5	7	32198622	83	BAI2	CDS
chr1	32384573	32384771	CID_526457	87	-	148	32384710	chr1	32384573	32384728	CID_365577	59	84	32384711	155	RP11-84A19.4	start
chr1	32479622	32479692	CID_526539	21	+	38	32479657	chr1	32479630	32479725	CID_365642	12	20	32479657	62	KHDRBS1	CDS
chr1	32498798	32498915	CID_526561	33	+	43	32498823	chr1	32498796	32498877	CID_365658	5	14	32498823	79	KHDRBS1	CDS
chr1	32503439	32503489	CID_526564	13	+	15	32503456	chr1	32503442	32503504	CID_365665	7	9	32503466	47	KHDRBS1	CDS
chr1	32505117	32505165	CID_526572	10	+	12	32505136	chr1	32505118	32505168	CID_365671	6	11	32505136	47	KHDRBS1	CDS
chr1	32667632	32667698	CID_526852	13	+	18	32667658	chr1	32667632	32667692	CID_365863	3	6	32667657	60	CCDC28B	CDS
chr1	32669586	32669646	CID_526854	5	+	8	32669614	chr1	32669592	32669639	CID_365866	4	5	32669618	47	CCDC28B	CDS
chr1	32686736	32686798	CID_526896	23	-	49	32686753	chr1	32686736	32686789	CID_365896	14	29	32686752	53	TMEM234	CDS
chr1	32689639	32689713	CID_526902	7	+	8	32689649	chr1	32689639	32689701	CID_365898	11	12	32689649	62	EIF3I	CDS
chr1	32690014	32690076	CID_526906	16	+	23	32690041	chr1	32690014	32690071	CID_365900	11	15	32690041	57	EIF3I	CDS
chr1	32694328	32694418	CID_526916	72	+	105	32694336	chr1	32694327	32694418	CID_365905	42	69	32694332	90	EIF3I	CDS
chr1	32694758	32694802	CID_526917	11	+	18	32694769	chr1	32694739	32694810	CID_365906	11	23	32694769	44	EIF3I	CDS
chr1	32768223	32768331	CID_526994	56	+	67	32768306	chr1	32768225	32768325	CID_365964	25	34	32768306	100	HDAC1	UTR5
chr1	32782291	32782379	CID_526999	17	+	22	32782328	chr1	32782291	32782347	CID_365971	13	15	32782328	56	HDAC1	UTR5
chr1	32790081	32790151	CID_527005	11	+	12	32790110	chr1	32790090	32790128	CID_365976	4	5	32790110	38	HDAC1	UTR5
chr1	32792573	32792673	CID_527009	10	+	14	32792585	chr1	32792566	32792679	CID_365977	7	14	32792586	100	HDAC1	UTR5
chr1	32793199	32793246	CID_527011	2	+	5	32793203	chr1	32793199	32793238	CID_365980	3	8	32793201	39	HDAC1	start
chr1	33116828	33116911	CID_527393	20	+	31	33116885	chr1	33116841	33116919	CID_366259	18	22	33116885	70	RBBP4	start
chr1	33117515	33117629	CID_527395	24	+	32	33117589	chr1	33117515	33117629	CID_366265	17	23	33117589	114	RBBP4	start
chr1	33123042	33123146	CID_527400	43	+	63	33123060	chr1	33123042	33123100	CID_366270	8	16	33123060	58	RBBP4	UTR5
chr1	33133968	33133999	CID_527415	10	+	11	33133976	chr1	33133968	33133999	CID_366286	5	6	33133976	31	RBBP4	UTR5
chr1	33134837	33134945	CID_527421	108	+	134	33134855	chr1	33134836	33134950	CID_366292	71	91	33134855	108	RBBP4	CDS
chr1	33138054	33138110	CID_527424	4	+	5	33138079	chr1	33138060	33138110	CID_366294	5	7	33138085	50	RBBP4	CDS
chr1	33145247	33145363	CID_527433	40	+	59	33145347	chr1	33145301	33145376	CID_366302	43	57	33145344	62	RBBP4	stop
chr1	33239458	33239486	CID_527589	6	+	7	33239461	chr1	33239458	33239509	CID_366424	2	7	33239461	28	KIAA1522	UTR3
chr1	33251965	33252025	CID_527628	4	-	6	33251968	chr1	33251959	33252025	CID_366449	11	15	33251973	60	YARS	CDS
chr1	33256789	33256855	CID_527634	14	-	21	33256840	chr1	33256789	33256855	CID_366454	9	16	33256840	66	YARS	CDS
chr1	33272083	33272121	CID_527653	16	-	23	33272096	chr1	33272083	33272121	CID_366470	10	11	33272096	38	YARS	CDS
