Gene.names	Razor...unique.peptides	lfq.hdlbp1	lfq.ctrl2	lfq.hdlbp2	lfq.ctrl3	lfq.hdlbp3	up1	up2	up3
CABLES1	3	0	0	14730000	0	0	NA	NA	NA
BRIX1	16	1247800000	565370000	1021400000	327160000	306750000	NA	NA	NA
NEK7	4	0	40156000	81500000	0	0	NA	NA	NA
ELP5	4	177350000	0	168810000	0	47245000	enr1	enr2	NA
CEP192	21	147510000	0	117540000	0	0	enr1	NA	NA
GEMIN5	39	4207200000	47143000	2901300000	8809000	1123100000	enr1	enr2	enr3
RAPGEF6	16	273420000	7870100	245610000	0	39039000	enr1	enr2	NA
SMCR8	8	56200000	0	51950000	0	0	NA	NA	NA
PARD3	8	0	0	48440000	0	0	NA	NA	NA
IPO4	9	50057000	34775000	45340000	0	0	NA	NA	NA
FNIP1	3	0	0	11894000	0	0	NA	NA	NA
NOC3L	14	200560000	38307000	213480000	0	0	enr1	enr2	NA
COG1	8	50090000	0	66039000	0	0	NA	NA	NA
SMAP2	4	0	17860000	0	0	57587000	NA	NA	NA
ZC3H15	7	222560000	0	276080000	0	89001000	enr1	enr2	NA
TMEM263	5	0	0	155410000	0	631490000	NA	enr2	enr3
NUP133	17	210120000	40665000	196680000	0	65450000	enr1	enr2	NA
PDCD6IP	34	1421700000	948100000	1353900000	163900000	467190000	NA	NA	NA
CHMP7	8	46226000	0	71079000	0	25669000	NA	NA	NA
DEPDC1B	11	152100000	0	154950000	0	0	enr1	enr2	NA
SKA2	3	65566000	0	81666000	0	0	NA	NA	NA
TFB1M	3	0	0	43640000	0	0	NA	NA	NA
SCFD1	8	41182000	0	31183000	0	0	NA	NA	NA
HNRNPLL	5	54986000	0	47993000	0	0	NA	NA	NA
FAR1	11	378730000	68968000	288710000	23380000	57648000	enr1	enr2	NA
UBLCP1	6	105030000	30161000	95782000	0	27807000	NA	NA	NA
KBTBD7	5	0	0	40672000	0	0	NA	NA	NA
PCNP	5	0	0	145610000	0	0	NA	enr2	NA
C2orf47	6	103880000	0	65282000	16191000	0	NA	NA	NA
TRUB1	3	37708000	0	31198000	0	0	NA	NA	NA
CKAP2	10	126940000	33509000	166910000	0	0	NA	enr2	NA
ATXN2L	38	1.0335e+10	486510000	8940800000	73176000	2837600000	enr1	enr2	enr3
RASSF5	6	96679000	0	57014000	0	0	NA	NA	NA
PRPF31	13	237480000	57831000	204700000	0	51856000	enr1	enr2	NA
NELFB	4	19600000	8069400	18532000	0	0	NA	NA	NA
PALLD	6	74657000	0	82991000	0	0	NA	NA	NA
SREK1	3	0	17321000	0	0	0	NA	NA	NA
PSPC1	4	89128000	0	74639000	0	0	NA	NA	NA
AUTS2	6	0	0	0	42972000	42953000	NA	NA	NA
IFT81	3	7271200	0	0	0	0	NA	NA	NA
AHCTF1	4	24382000	0	0	0	0	NA	NA	NA
LZIC	3	0	0	0	0	25535000	NA	NA	NA
DDX1	20	773200000	151150000	669110000	15135000	142600000	enr1	enr2	enr3
H1FX	4	0	0	0	15682000	30715000	NA	NA	NA
GBF1	14	103240000	0	84298000	0	0	NA	NA	NA
SMG7	15	224610000	0	249520000	0	54847000	enr1	enr2	NA
TMEM131	3	39343000	0	17920000	0	0	NA	NA	NA
MRPS27	7	69131000	34516000	73780000	0	0	NA	NA	NA
AP3S1	7	117740000	57496000	159780000	33472000	163810000	NA	NA	enr3
PHF3	3	13257000	0	10112000	0	0	NA	NA	NA
NDRG1	5	26604000	0	0	0	0	NA	NA	NA
HSPH1	21	838730000	0	873310000	0	370490000	enr1	enr2	enr3
SEPT8	3	37372000	0	35869000	0	0	NA	NA	NA
RQCD1	9	126960000	0	104420000	0	25381000	NA	NA	NA
LPGAT1	3	0	0	0	0	10157000	NA	NA	NA
TBC1D5	3	24490000	0	17538000	0	0	NA	NA	NA
LARP4B	15	478210000	0	495510000	0	392340000	enr1	enr2	enr3
GCN1L1	95	4377600000	965390000	3532800000	97101000	1059300000	enr1	enr2	enr3
DHX38	8	22836000	19421000	34146000	0	0	NA	NA	NA
NUP205	30	1517400000	513410000	1130900000	70253000	534280000	NA	NA	enr3
ANKS1A	22	461550000	0	528080000	0	219070000	enr1	enr2	enr3
PIGK	3	0	0	0	0	14570000	NA	NA	NA
AKAP1	11	85111000	0	119170000	0	30950000	NA	NA	NA
ANP32B	3	0	15484000	0	0	0	NA	NA	NA
GTF2H4	5	58662000	0	55364000	0	0	NA	NA	NA
HDAC2	3	15963000	0	0	0	0	NA	NA	NA
STAM	4	0	0	38700000	0	0	NA	NA	NA
DDX17	22	1.404e+09	889740000	1.217e+09	475420000	676990000	NA	NA	NA
KIFAP3	3	0	0	9516100	0	0	NA	NA	NA
RAD50	47	1023600000	599890000	568040000	63614000	95748000	NA	NA	NA
ARHGEF1	7	66511000	19638000	42363000	0	0	NA	NA	NA
UFD1L	5	21321000	0	0	0	0	NA	NA	NA
UPF1	29	333370000	48490000	811890000	15773000	460600000	enr1	enr2	enr3
COPS5	4	0	0	33866000	0	0	NA	NA	NA
SMARCD2	6	23948000	20539000	0	0	0	NA	NA	NA
KHSRP	12	164740000	133380000	130980000	68235000	105740000	NA	NA	NA
TNPO1	6	43280000	0	51358000	0	0	NA	NA	NA
ARHGEF2	12	115860000	45420000	89154000	0	0	NA	NA	NA
GLMN	13	209790000	31346000	219700000	0	87955000	enr1	enr2	NA
DVL3	14	3074400000	79492000	2796100000	0	1521900000	enr1	enr2	enr3
USP9X;USP9Y	28	338160000	28957000	248010000	4693300	52616000	enr1	enr2	NA
USP7	10	49699000	35200000	55757000	0	0	NA	NA	NA
CUL5	13	43348000	35837000	53835000	0	0	NA	NA	NA
LPP	4	0	0	0	0	20902000	NA	NA	NA
PHKB	8	72886000	0	43162000	0	0	NA	NA	NA
PIGT	8	98121000	37231000	78818000	0	0	NA	NA	NA
ZNF622	6	28876000	0	46495000	0	20365000	NA	NA	NA
GFM2	4	30915000	0	31612000	0	0	NA	NA	NA
NCLN	15	267200000	69445000	162080000	0	60544000	enr1	NA	NA
CIRH1A	3	0	0	6569000	0	0	NA	NA	NA
TBRG4	11	177720000	97128000	170540000	0	0	NA	NA	NA
CCDC102A	3	30685000	0	18724000	0	0	NA	NA	NA
CCDC47	8	102570000	0	133660000	0	48841000	NA	NA	NA
SYAP1	11	168900000	0	226690000	0	103080000	enr1	enr2	NA
EXOC4	40	2811500000	86210000	1828900000	0	404710000	enr1	enr2	enr3
KIAA1191	3	0	0	0	0	7791300	NA	NA	NA
ISOC2	3	21292000	0	0	0	0	NA	NA	NA
FERMT2	14	153610000	0	135120000	0	126840000	enr1	enr2	NA
LRRC59	3	0	0	0	0	37946000	NA	NA	NA
VPS33A	5	64154000	0	68338000	0	0	NA	NA	NA
TTC28	42	789650000	10649000	582270000	0	18253000	enr1	enr2	NA
SKA1	5	44500000	0	48403000	0	0	NA	NA	NA
SGK3	5	26910000	0	30036000	0	0	NA	NA	NA
TAMM41	3	0	0	21044000	0	0	NA	NA	NA
MOB3A	3	0	0	19632000	0	0	NA	NA	NA
ATG2B	63	3616200000	0	3319300000	0	1589700000	enr1	enr2	enr3
EFHD2	13	1.169e+09	34434000	1399100000	0	656350000	enr1	enr2	enr3
PYCR2	8	163770000	54694000	77533000	52282000	0	NA	NA	NA
SDCCAG3	10	312670000	116330000	265270000	0	0	NA	NA	NA
INTS12	3	12760000	0	0	0	0	NA	NA	NA
GRAMD1A	4	42136000	0	0	0	0	NA	NA	NA
TLCD1	3	109090000	0	102570000	0	0	NA	NA	NA
FAF2	3	64846000	0	55897000	0	0	NA	NA	NA
CCDC124	15	241550000	0	393430000	0	346150000	enr1	enr2	enr3
OPTN	3	12501000	0	9943100	0	0	NA	NA	NA
AP2M1	11	158340000	71207000	146650000	0	57662000	NA	NA	NA
TUBGCP3	14	123820000	0	107960000	0	69656000	NA	NA	NA
KCTD12	3	0	4935500	0	0	0	NA	NA	NA
GPRASP2	4	0	0	62423000	0	0	NA	NA	NA
NMD3	7	72908000	43388000	69758000	0	44715000	NA	NA	NA
REPS1	7	104220000	0	63411000	0	51513000	NA	NA	NA
ATG4C	3	0	0	31177000	0	0	NA	NA	NA
SPDL1	3	0	0	32704000	0	0	NA	NA	NA
ELP4	13	406670000	0	357350000	0	0	enr1	enr2	NA
KIAA1279	18	298410000	98428000	344780000	0	148030000	enr1	enr2	enr3
DNAJA3	11	615270000	255470000	412030000	166130000	151200000	NA	NA	NA
CYFIP2	5	60992000	19854000	47947000	0	0	NA	NA	NA
NRBF2	5	0	0	137740000	0	0	NA	enr2	NA
EDC3	5	27881000	0	45145000	0	16338000	NA	NA	NA
OTUB1	9	150600000	107340000	189520000	0	54566000	NA	NA	NA
CFAP36	4	0	0	27565000	0	16639000	NA	NA	NA
LTV1	13	577010000	0	469250000	0	122470000	enr1	enr2	NA
PDXP	6	39128000	0	42323000	0	0	NA	NA	NA
AURKB	11	131460000	58983000	122110000	42442000	87802000	NA	NA	NA
TOE1	6	78164000	31224000	75407000	29861000	35189000	NA	NA	NA
CDCA7L	3	0	43726000	0	11852000	0	NA	NA	NA
DDX27	10	91892000	28099000	79691000	0	44736000	NA	NA	NA
PDLIM5	17	1.514e+09	27178000	2551800000	0	1253100000	enr1	enr2	enr3
PGAM5	15	2385500000	330940000	2228900000	20234000	927230000	enr1	enr2	enr3
INTS4	8	80756000	0	72147000	0	0	NA	NA	NA
FUBP3	17	1134200000	37338000	1023800000	0	279340000	enr1	enr2	enr3
GMPPA	3	0	0	0	2035300	0	NA	NA	NA
THOC3	4	76813000	36977000	66239000	0	0	NA	NA	NA
ITCH	4	13696000	0	0	0	0	NA	NA	NA
CDK5RAP3	3	24769000	0	0	0	0	NA	NA	NA
CCDC132	7	0	0	0	0	12144000	NA	NA	NA
VCPIP1	29	840550000	0	939330000	0	292460000	enr1	enr2	enr3
ELMO2	6	81656000	0	73452000	0	0	NA	NA	NA
CHAMP1	8	164590000	40687000	121070000	0	0	enr1	NA	NA
CLMN	12	205880000	0	149400000	0	0	enr1	enr2	NA
SLC35E1	6	66393000	0	47207000	0	0	NA	NA	NA
USP47	11	51427000	0	38002000	0	0	NA	NA	NA
CLPTM1L	4	30565000	0	23857000	0	0	NA	NA	NA
EXOC2	6	26381000	0	21550000	0	0	NA	NA	NA
CNDP2	3	46251000	0	45454000	0	0	NA	NA	NA
ZFR	3	0	3248900	0	0	0	NA	NA	NA
IFT74	6	0	0	41178000	0	0	NA	NA	NA
KLHL15	3	0	0	6499500	0	0	NA	NA	NA
ZNF512	4	27294000	0	0	0	0	NA	NA	NA
YTHDC1	5	87463000	59432000	52555000	0	0	NA	NA	NA
CCDC43	9	448140000	0	594770000	0	335780000	enr1	enr2	enr3
DOCK7	18	218950000	0	133350000	0	0	enr1	NA	NA
SFXN2	4	45754000	0	0	0	0	NA	NA	NA
IPO9	13	93660000	0	108800000	0	38132000	NA	NA	NA
RBM14	24	1478200000	960070000	1093200000	929360000	987730000	NA	NA	NA
NEDD4L;NEDD4	4	0	0	43862000	0	0	NA	NA	NA
LENG8	6	52344000	0	0	0	42896000	NA	NA	NA
FAM193B	3	0	0	10802000	0	0	NA	NA	NA
NEK1	12	94097000	0	83222000	0	0	NA	NA	NA
TRNT1	5	48848000	0	42985000	0	0	NA	NA	NA
SMG1	8	62267000	0	42534000	0	0	NA	NA	NA
PPP1R10	9	117420000	0	70974000	0	42971000	NA	NA	NA
FYTTD1	4	0	0	29731000	0	0	NA	NA	NA
ATAD5	3	0	0	10687000	0	0	NA	NA	NA
MTMR9	8	72556000	0	122610000	0	62922000	NA	NA	NA
VPS35	4	0	23572000	47606000	0	0	NA	NA	NA
PURB	4	43151000	0	0	0	0	NA	NA	NA
SPAG5	9	100610000	0	119710000	0	0	NA	NA	NA
NACC1	4	58523000	0	61447000	0	23837000	NA	NA	NA
PASK	14	400480000	0	329520000	0	139530000	enr1	enr2	enr3
VPS13A	5	21726000	0	19053000	0	0	NA	NA	NA
GFM1	4	0	0	14843000	0	0	NA	NA	NA
ERGIC2	6	119740000	23433000	98153000	0	46454000	NA	NA	NA
MCCC1	31	5.7601e+10	8.7533e+10	2.6243e+10	1.4618e+10	6520500000	NA	NA	NA
ERBB2IP	31	661490000	13211000	620910000	0	160750000	enr1	enr2	enr3
TUBGCP6	3	35698000	0	0	0	0	NA	NA	NA
IFT140	4	0	0	5066700	0	0	NA	NA	NA
PIGS	4	22258000	0	0	0	0	NA	NA	NA
WRNIP1	5	18796000	0	0	0	0	NA	NA	NA
SRPK1	4	0	0	22804000	0	34634000	NA	NA	NA
SMC6	3	3220800	0	0	0	0	NA	NA	NA
TMEM209	4	27577000	0	0	0	0	NA	NA	NA
SIN3A	6	30460000	0	0	0	0	NA	NA	NA
OSBPL9	5	0	0	21624000	0	0	NA	NA	NA
MAP7D2	7	43619000	0	47065000	0	0	NA	NA	NA
SECISBP2	8	46814000	0	49455000	0	0	NA	NA	NA
RBM15	20	448160000	166470000	340170000	0	143110000	NA	NA	enr3
RUFY1	9	99869000	0	91005000	0	0	NA	NA	NA
SPEN	7	0	19428000	0	0	0	NA	NA	NA
MMS19	14	327890000	114830000	273760000	0	81222000	NA	NA	NA
UHRF1	4	0	0	23432000	0	0	NA	NA	NA
YME1L1	7	47483000	0	34853000	0	34420000	NA	NA	NA
TBCB	5	189080000	0	286620000	0	117990000	enr1	enr2	NA
CNN2	4	0	0	0	0	109830000	NA	NA	NA
CDC5L	3	0	0	9555000	0	0	NA	NA	NA
PSMD1	3	39680000	12130000	36321000	0	0	NA	NA	NA
PFDN5	3	22433000	0	29160000	0	0	NA	NA	NA
PARK7	8	242930000	350340000	278090000	126100000	88329000	NA	NA	NA
NUP88	11	192010000	0	170240000	0	58698000	enr1	enr2	NA
PKP4	6	34916000	0	0	0	0	NA	NA	NA
PIK3R4	12	60029000	0	70044000	0	0	NA	NA	NA
TSNAX	8	147350000	0	156600000	0	0	enr1	enr2	NA
EIF3C	24	1091700000	512650000	1348800000	88576000	423570000	NA	NA	enr3
DNAJC7	5	0	0	44464000	0	0	NA	NA	NA
PHB2	18	1.4845e+10	5720800000	1.0564e+10	3103900000	4409300000	NA	NA	NA
KIF2C	7	47073000	0	33229000	0	0	NA	NA	NA
ATXN2	16	582960000	0	578200000	0	254840000	enr1	enr2	enr3
MTR	28	883590000	39996000	410190000	0	213730000	enr1	enr2	enr3
HSD17B10	10	303800000	88357000	145880000	42014000	118140000	enr1	NA	NA
HNRNPAB	4	56583000	42634000	45526000	0	44022000	NA	NA	NA
NAP1L4	11	434130000	0	440350000	0	304970000	enr1	enr2	enr3
CPNE1	3	0	0	0	0	13071000	NA	NA	NA
CCT7	14	868390000	101150000	690890000	0	283690000	enr1	enr2	enr3
PRMT1	10	292030000	110260000	352940000	0	134620000	NA	enr2	enr3
PKP2	12	115840000	0	82860000	58273000	58272000	NA	NA	NA
SH3GL1	7	150870000	0	202750000	0	50766000	enr1	enr2	NA
VRK1	8	113200000	65090000	145720000	0	0	NA	NA	NA
DPYSL5	19	1424500000	0	1478400000	0	666670000	enr1	enr2	enr3
NCAPG	18	295750000	108910000	388150000	0	157170000	NA	enr2	enr3
MICU1	7	78844000	0	35417000	0	0	NA	NA	NA
DDX50	17	198580000	89092000	199380000	0	99371000	NA	NA	NA
ELAC2	4	30385000	0	23134000	0	0	NA	NA	NA
GRWD1	5	0	91715000	0	0	160810000	NA	NA	enr3
C17orf62	3	36980000	0	0	0	0	NA	NA	NA
MYBBP1A	33	1373500000	453640000	633810000	75288000	413760000	enr1	NA	enr3
AIF1L	4	42541000	0	60449000	0	0	NA	NA	NA
SLC25A21	6	98985000	0	75097000	0	0	NA	NA	NA
CORO1B	17	1.5788e+10	157360000	2.1102e+10	15425000	1.2106e+10	enr1	enr2	enr3
CPPED1	4	0	12350000	0	0	0	NA	NA	NA
VPS25	6	55470000	0	63157000	0	17486000	NA	NA	NA
LZTS2	3	0	14023000	0	0	0	NA	NA	NA
PDCD2L	5	0	0	0	0	91804000	NA	NA	NA
WIBG	8	176520000	0	209490000	0	183280000	enr1	enr2	enr3
GPATCH1	29	1303900000	0	1535600000	0	550910000	enr1	enr2	enr3
RIOK1	7	113860000	0	95361000	0	0	NA	NA	NA
PELO	12	274250000	95304000	221020000	0	105830000	NA	NA	NA
WDR83	4	177850000	0	196010000	0	103380000	enr1	enr2	NA
TRIM56	5	75654000	0	52926000	0	0	NA	NA	NA
NOL10	4	35991000	0	0	0	0	NA	NA	NA
NTPCR	7	78469000	0	76044000	0	0	NA	NA	NA
C19orf52	3	23017000	0	0	0	0	NA	NA	NA
TUBGCP2	18	326440000	123800000	338650000	44256000	89406000	NA	NA	NA
ESYT1	19	539420000	48281000	367550000	0	220100000	enr1	enr2	enr3
SLC25A33	4	29738000	0	29835000	0	10850000	NA	NA	NA
C16orf70	5	0	0	50077000	0	0	NA	NA	NA
TSEN34	4	0	0	12723000	0	0	NA	NA	NA
ALG1	5	137670000	33723000	84263000	35430000	59696000	enr1	NA	NA
HAUS8	3	102470000	0	83859000	0	0	NA	NA	NA
COPS4	6	64324000	0	44817000	0	0	NA	NA	NA
TCHP	16	340280000	0	442520000	0	225090000	enr1	enr2	enr3
MCMBP	9	76538000	58975000	123980000	74485000	45456000	NA	NA	NA
TBCD	5	0	0	0	0	4456900	NA	NA	NA
LMF2	5	78557000	0	45928000	0	0	NA	NA	NA
TUBB6	10	541480000	202750000	439440000	164630000	225540000	NA	NA	NA
MSTO1	9	0	0	0	0	54111000	NA	NA	NA
DERL1	4	0	0	0	79309000	0	NA	NA	NA
EFHD1	8	231620000	0	291560000	0	160890000	enr1	enr2	enr3
FAM195A	3	29485000	0	28509000	0	0	NA	NA	NA
MRI1	7	303640000	36305000	217820000	30615000	0	enr1	enr2	NA
WDR18	9	86329000	0	84204000	0	96941000	NA	NA	NA
THUMPD3	10	226530000	62555000	141960000	0	86014000	enr1	NA	NA
DPCD	7	177760000	68176000	164980000	0	85401000	NA	NA	NA
GNL3	12	392710000	177800000	293550000	127770000	197390000	NA	NA	NA
SPATA5L1	4	18083000	0	15823000	0	0	NA	NA	NA
RIOK2	5	71532000	0	47727000	0	0	NA	NA	NA
TIMM21	3	37676000	0	0	0	0	NA	NA	NA
NUP85	9	142810000	0	97515000	0	0	enr1	NA	NA
IFT27	3	0	0	0	0	40502000	NA	NA	NA
CCDC94	4	23290000	0	25150000	0	0	NA	NA	NA
TARS2	8	63826000	0	50350000	0	0	NA	NA	NA
RPAP1	6	0	0	0	0	13869000	NA	NA	NA
SF3B5	3	31650000	0	37952000	0	0	NA	NA	NA
SFXN3	3	269650000	0	0	0	0	enr1	NA	NA
BRIP1	6	30513000	0	0	0	0	NA	NA	NA
SORBS1	6	0	0	23306000	0	0	NA	NA	NA
OSBPL11	4	41903000	0	0	0	0	NA	NA	NA
BBS2	11	97334000	0	78030000	0	0	NA	NA	NA
RAB11FIP5	3	16683000	0	0	0	0	NA	NA	NA
NAA15	15	156790000	0	164820000	0	0	enr1	enr2	NA
SRRT	4	0	28959000	18737000	0	0	NA	NA	NA
AP1M1	6	0	34195000	51646000	0	0	NA	NA	NA
CECR5	4	29794000	0	0	0	0	NA	NA	NA
FANCD2	4	14568000	0	17104000	0	0	NA	NA	NA
MAK16	3	0	0	20958000	0	0	NA	NA	NA
SCAPER	5	68756000	0	0	0	0	NA	NA	NA
ITPA	4	72848000	0	51786000	0	0	NA	NA	NA
EIF2A	24	1053900000	0	1383700000	0	1309400000	enr1	enr2	enr3
KIAA1671	11	83199000	0	53558000	0	0	NA	NA	NA
YTHDF1	14	1107800000	157540000	1259800000	72125000	420330000	enr1	enr2	enr3
SETD2	6	0	41174000	0	0	0	NA	NA	NA
MRPL37	5	40805000	0	32006000	0	0	NA	NA	NA
GTPBP4	23	624460000	318980000	460480000	73437000	312380000	NA	NA	enr3
OSBPL8	10	288930000	55369000	244280000	31089000	111120000	enr1	enr2	NA
DPH1	5	0	0	15275000	0	0	NA	NA	NA
WDR11	14	598290000	0	451790000	0	100500000	enr1	enr2	NA
CRNKL1	7	91069000	0	93838000	0	0	NA	NA	NA
TRIM9	7	183260000	0	220340000	0	0	enr1	enr2	NA
UNK	9	198860000	0	142190000	0	0	enr1	enr2	NA
TANGO6	9	72277000	0	60944000	0	0	NA	NA	NA
TNKS1BP1	6	34062000	0	24107000	0	0	NA	NA	NA
UBE2O	16	204310000	40987000	465930000	0	61620000	enr1	enr2	NA
ZYG11B	6	0	0	39081000	0	0	NA	NA	NA
TANC1	6	28903000	0	16258000	0	0	NA	NA	NA
CEP44	3	69141000	0	57956000	0	0	NA	NA	NA
DDX24	14	158370000	64110000	92018000	0	0	NA	NA	NA
WDR61	5	53206000	0	40723000	0	0	NA	NA	NA
EGLN1	8	0	0	110830000	0	61661000	NA	NA	NA
NAA50	5	0	0	0	0	112600000	NA	NA	NA
MKRN2	3	0	29626000	0	0	0	NA	NA	NA
TMEM126A	4	23986000	0	0	0	0	NA	NA	NA
CLPB	7	14688000	0	0	0	0	NA	NA	NA
LSG1	10	244660000	0	233970000	0	92181000	enr1	enr2	NA
FAM107B	3	47173000	0	73459000	0	0	NA	NA	NA
NAT10	30	958030000	389440000	814180000	0	287480000	NA	NA	enr3
COMMD4	3	63337000	0	46865000	0	0	NA	NA	NA
KLC2	10	139100000	0	125060000	0	0	enr1	NA	NA
ILKAP	3	0	18238000	0	0	0	NA	NA	NA
XRN2	24	458400000	204160000	372720000	95089000	199530000	NA	NA	NA
PARP12	6	29873000	0	0	0	0	NA	NA	NA
CSTF2T	11	153200000	0	128150000	0	49998000	enr1	NA	NA
DDX47	14	699100000	280460000	580360000	109590000	214540000	NA	NA	NA
MAGT1	4	65537000	0	56713000	0	0	NA	NA	NA
RAB1B;RAB1C	8	753090000	364490000	600050000	185190000	142500000	NA	NA	NA
SMG9	9	137100000	0	162910000	0	0	enr1	enr2	NA
ANAPC1	15	157080000	0	113240000	0	0	enr1	NA	NA
ASCC2	7	64184000	0	51048000	0	0	NA	NA	NA
EHD4	4	36137000	0	47096000	0	0	NA	NA	NA
VPS33B	10	243250000	0	167680000	0	0	enr1	enr2	NA
VPS16	7	74394000	0	46598000	0	0	NA	NA	NA
SLK	29	1755700000	124910000	1304700000	0	286210000	enr1	enr2	enr3
RAB3GAP2	19	283590000	0	229430000	0	18522000	enr1	enr2	NA
ADNP	16	249730000	50378000	114470000	14293000	24297000	enr1	NA	NA
DHX36	10	93380000	0	91158000	0	0	NA	NA	NA
SPNS1	6	42652000	0	0	0	43761000	NA	NA	NA
PARL	3	0	0	31006000	0	0	NA	NA	NA
PNN	7	81975000	0	58110000	0	0	NA	NA	NA
CPVL	10	866600000	0	539050000	0	168370000	enr1	enr2	enr3
BOLA2	5	252860000	153290000	199410000	111650000	263010000	NA	NA	NA
ACBD3	4	0	0	32752000	0	0	NA	NA	NA
PTPN23	5	42451000	0	34705000	0	0	NA	NA	NA
UNC45A	19	409920000	10472000	379220000	0	31891000	enr1	enr2	NA
C1orf198	10	1651400000	0	2.95e+09	0	1261800000	enr1	enr2	enr3
CHMP4B	5	63830000	0	93327000	0	84720000	NA	NA	NA
CUEDC2	5	123140000	0	133130000	0	0	NA	NA	NA
PIGU	4	55036000	0	41210000	0	37099000	NA	NA	NA
WNK1	21	410960000	32717000	377700000	0	48030000	enr1	enr2	NA
SENP3	16	515940000	30171000	283350000	21076000	90986000	enr1	enr2	NA
SMARCAD1	6	70001000	0	81569000	0	47017000	NA	NA	NA
HEATR1	27	295380000	44074000	235980000	17770000	88492000	enr1	enr2	NA
TFB2M	4	0	0	0	0	16224000	NA	NA	NA
CXorf56	5	0	0	475890000	0	288430000	NA	enr2	enr3
BICC1	5	42950000	0	40695000	0	0	NA	NA	NA
HAUS4	3	0	0	27057000	0	0	NA	NA	NA
C11orf49	10	4718600000	84796000	4199800000	0	1680700000	enr1	enr2	enr3
YTHDC2	44	3512600000	246350000	2928800000	29365000	938140000	enr1	enr2	enr3
RPAP3	19	379250000	0	424640000	0	139250000	enr1	enr2	enr3
BCAS3	6	82974000	0	59871000	0	30962000	NA	NA	NA
RANBP3	14	657790000	61137000	1094100000	0	266420000	enr1	enr2	enr3
PEAK1	6	28924000	0	21035000	0	0	NA	NA	NA
AAMDC	4	103950000	0	118480000	0	0	NA	NA	NA
TDRD3	29	1146400000	0	1002100000	0	528190000	enr1	enr2	enr3
CCSER2	4	35096000	0	27404000	0	0	NA	NA	NA
PHAX	4	39279000	0	51992000	0	0	NA	NA	NA
NT5DC2	14	227240000	146070000	89209000	25522000	41070000	NA	NA	NA
NOL11	4	0	4329000	0	0	0	NA	NA	NA
DDX31	7	60367000	0	58151000	0	0	NA	NA	NA
ZWILCH	4	32617000	0	32862000	0	0	NA	NA	NA
HN1L	8	413050000	0	643400000	0	747520000	enr1	enr2	enr3
SLC25A22;SLC25A18	4	75637000	0	0	0	0	NA	NA	NA
PSTPIP2	4	0	0	32235000	0	0	NA	NA	NA
QTRTD1	3	39908000	0	29935000	0	0	NA	NA	NA
CNOT10	15	328750000	0	296930000	0	126010000	enr1	enr2	NA
LRRC40	23	782710000	216600000	574840000	62279000	300250000	enr1	NA	enr3
SFXN1	11	1207400000	480500000	1.046e+09	162760000	448760000	NA	NA	NA
VIPAS39	3	0	12296000	0	0	0	NA	NA	NA
COG4	4	11792000	0	14750000	0	0	NA	NA	NA
ELP3	3	4594000	0	0	0	0	NA	NA	NA
RPF1	3	0	14279000	27569000	0	0	NA	NA	NA
FN3KRP	5	0	70038000	0	0	0	NA	NA	NA
WDR41	6	94543000	0	115200000	0	0	NA	NA	NA
FBRS	4	37175000	35504000	0	0	0	NA	NA	NA
C17orf75	3	25372000	0	0	0	0	NA	NA	NA
PLEKHA5	8	116220000	0	101260000	0	0	NA	NA	NA
UPF2	6	51631000	0	51895000	0	0	NA	NA	NA
XPO5	18	1.25e+08	53970000	110200000	0	59601000	NA	NA	NA
PLEKHA1	7	151310000	0	184790000	0	107710000	enr1	enr2	NA
CACYBP	7	1.47e+08	0	145780000	0	102410000	enr1	enr2	NA
RRAGC;RRAGD	3	0	0	27285000	0	0	NA	NA	NA
RC3H2	8	69619000	0	104270000	0	0	NA	NA	NA
PATZ1	3	0	27454000	0	0	0	NA	NA	NA
ZFYVE1	3	0	0	10870000	0	0	NA	NA	NA
SLC25A19	5	0	0	81670000	0	0	NA	NA	NA
EML4	8	87262000	0	62804000	0	49211000	NA	NA	NA
MCCC2	31	7.0595e+10	8.0552e+10	2.9998e+10	3.3979e+10	1.0156e+10	NA	NA	NA
MOV10	4	27254000	0	0	0	0	NA	NA	NA
ZDBF2	4	20578000	0	0	0	0	NA	NA	NA
FBRSL1	3	0	0	0	0	14762000	NA	NA	NA
GPN1	6	119990000	0	152490000	0	110100000	NA	enr2	NA
XAB2	4	33535000	0	0	0	0	NA	NA	NA
GOPC	4	0	0	37759000	0	0	NA	NA	NA
TM9SF3	4	344990000	79106000	302010000	0	56608000	enr1	enr2	NA
JPH1	4	26111000	0	0	0	0	NA	NA	NA
WDR6	6	0	0	52099000	0	0	NA	NA	NA
ARFGAP3	3	0	0	16251000	0	0	NA	NA	NA
RAB18	4	47293000	0	31537000	0	0	NA	NA	NA
ALG13	13	211260000	0	205250000	0	0	enr1	enr2	NA
EXOSC4	4	39508000	0	0	0	0	NA	NA	NA
ISYNA1	6	94409000	0	85148000	0	63764000	NA	NA	NA
DCP1A	10	130070000	0	151160000	0	88062000	NA	enr2	NA
RIC8A	5	0	0	51645000	0	0	NA	NA	NA
PPAN	8	79677000	91677000	9.1e+07	36415000	0	NA	NA	NA
TIGAR	4	71285000	60189000	0	17689000	33014000	NA	NA	NA
COPRS	4	35439000	0	49891000	0	0	NA	NA	NA
RTN4	5	118120000	0	82042000	0	64755000	NA	NA	NA
