gene_name	gene_id	annotation	tc_CDS	uniq_reads_CDS	cluster_count_CDS	tc_UTR3	uniq_reads_UTR3	cluster_count_UTR3	tc_UTR5	uniq_reads_UTR5	cluster_count_UTR5	tc_transcript	uniq_transcript	cluster_count_transcript
SLC6A9	ENSG00000196517.7	protein_coding	106.5	154.5	3	60.5	89.5	1	NA	NA	NA	421	604	6
IGF2R	ENSG00000197081.8	protein_coding	420	605.5	18	NA	NA	NA	NA	NA	NA	420	605.5	18
HEXB	ENSG00000049860.9	protein_coding	302	451.5	4	24	29.5	1	74.5	124	3	416.5	628	9
SLC35F1	ENSG00000196376.6	protein_coding	416.5	595	6	NA	NA	NA	NA	NA	NA	416.5	595	6
SLC16A10	ENSG00000112394.12	protein_coding	194	249.5	3	NA	NA	NA	211	287.5	2	415	550	6
HYOU1	ENSG00000262812.3	protein_coding	388.5	577.5	10	24	37.5	3	NA	NA	NA	412.5	615	13
FREM2	ENSG00000150893.9	protein_coding	399	545.5	17	NA	NA	NA	NA	NA	NA	408.5	555	18
LMAN1	ENSG00000074695.5	protein_coding	378	504	9	8.5	10.5	1	NA	NA	NA	408	544	11
SYPL1	ENSG00000008282.3	protein_coding	333	487.5	3	NA	NA	NA	NA	NA	NA	407.5	619	4
DHCR24	ENSG00000116133.7	protein_coding	260	375	4	7	9.5	1	139	186	1	406	570.5	6
ACSL3	ENSG00000123983.9	protein_coding	392	559	8	NA	NA	NA	10	14.5	1	402	573.5	9
HNRNPC	ENSG00000092199.13	protein_coding	248.5	505	4	4.5	5	1	NA	NA	NA	402	715.5	6
LEPRE1	ENSG00000117385.11	protein_coding	400	552	10	NA	NA	NA	NA	NA	NA	400	552	10
SSR2	ENSG00000163479.9	protein_coding	235.5	340	2	NA	NA	NA	NA	NA	NA	400	597	3
CSDE1	ENSG00000009307.11	protein_coding	107.5	145.5	8	60	80.5	3	NA	NA	NA	399.5	528	14
MIF	ENSG00000240972.1	protein_coding	107	168	1	NA	NA	NA	NA	NA	NA	398	648.5	3
PLOD2	ENSG00000152952.7	protein_coding	397.5	534.5	14	NA	NA	NA	NA	NA	NA	397.5	534.5	14
KIAA0101	ENSG00000166803.6	protein_coding	38.5	59.5	2	NA	NA	NA	NA	NA	NA	396	592	4
TAGLN2	ENSG00000158710.10	protein_coding	10	12.5	1	311	433.5	2	NA	NA	NA	396	559.5	4
COL4A1	ENSG00000187498.10	protein_coding	365.5	540.5	22	29	73	1	NA	NA	NA	394.5	613.5	23
EMP3	ENSG00000142227.6	protein_coding	NA	NA	NA	NA	NA	NA	21.5	30.5	1	393	590	4
GNB1	ENSG00000078369.13	protein_coding	169.5	242.5	4	223.5	262	4	NA	NA	NA	393	504.5	8
PDIA3	ENSG00000167004.8	protein_coding	391.5	556	6	NA	NA	NA	NA	NA	NA	391.5	556	6
NME2	ENSG00000011052.17	protein_coding	111	142	2	7.5	9.5	1	28	43.5	1	391	506	9
PPT1	ENSG00000131238.12	protein_coding	184.5	258.5	4	NA	NA	NA	NA	NA	NA	390.5	534.5	6
ZC3H13	ENSG00000123200.12	protein_coding	390.5	500	3	NA	NA	NA	NA	NA	NA	390.5	500	3
TMEM33	ENSG00000109133.8	protein_coding	183.5	242	4	34.5	42	2	NA	NA	NA	390	573	7
SOAT1	ENSG00000057252.8	protein_coding	243	359.5	5	NA	NA	NA	134.5	199.5	1	389.5	575	7
TMEM161A	ENSG00000064545.10	protein_coding	176	275	4	NA	NA	NA	NA	NA	NA	389.5	608	5
CALM1	ENSG00000198668.6	protein_coding	7	9.5	1	7	10.5	1	NA	NA	NA	388.5	511	4
SRSF2	ENSG00000161547.10	protein_coding	10	13	1	43	59	2	NA	NA	NA	388.5	565	5
TMEM97	ENSG00000262046.2	protein_coding	NA	NA	NA	7.5	7.5	1	NA	NA	NA	387.5	560	3
FBN2	ENSG00000138829.6	protein_coding	373.5	568	25	NA	NA	NA	12	19	1	385.5	587	26
MRPS21	ENSG00000187145.10	protein_coding	NA	NA	NA	NA	NA	NA	NA	NA	NA	384	512.5	1
SLC39A10	ENSG00000196950.9	protein_coding	88.5	134.5	4	5	7	1	185.5	270	4	382	565.5	11
HIST1H2BL	ENSG00000185130.4	protein_coding	NA	NA	NA	NA	NA	NA	NA	NA	NA	380	722	1
SYNGR2	ENSG00000108639.3	protein_coding	10	11	1	6	8	1	NA	NA	NA	379.5	586.5	5
DSG2	ENSG00000046604.8	protein_coding	369.5	500	8	NA	NA	NA	NA	NA	NA	374.5	506.5	9
FADS2	ENSG00000134824.9	protein_coding	367	570	7	6.5	7	1	NA	NA	NA	373.5	577	8
ATP6V0A1	ENSG00000033627.10	protein_coding	356.5	499	7	4.5	7	1	NA	NA	NA	371.5	521	9
CTNNB1	ENSG00000168036.12	protein_coding	366.5	483	7	NA	NA	NA	NA	NA	NA	371.5	488.5	8
ALDOA	ENSG00000149925.12	protein_coding	97.5	185.5	2	NA	NA	NA	12	22	1	371	589.5	5
SREBF2	ENSG00000198911.7	protein_coding	359	553	9	10	14	1	NA	NA	NA	369	567	10
TMTC3	ENSG00000139324.7	protein_coding	363.5	530	10	5	6	1	NA	NA	NA	368.5	536	11
CD97	ENSG00000123146.15	protein_coding	365.5	581.5	7	NA	NA	NA	NA	NA	NA	365.5	581.5	7
CADM1	ENSG00000182985.12	protein_coding	320	555.5	7	38.5	43.5	3	NA	NA	NA	365	607.5	11
FKBP10	ENSG00000141756.14	protein_coding	353	536	4	NA	NA	NA	NA	NA	NA	365	555	5
HNRNPU-AS1	ENSG00000188206.5	antisense	30	41.5	1	118	152.5	3	NA	NA	NA	365	528	5
YIF1B	ENSG00000167645.12	protein_coding	272.5	441.5	6	NA	NA	NA	NA	NA	NA	361.5	567	8
PRRC1	ENSG00000164244.16	protein_coding	360	501	2	NA	NA	NA	NA	NA	NA	360	501	2
EMC7	ENSG00000134153.5	protein_coding	350	436	2	9.5	12	1	NA	NA	NA	359.5	448	3
CTSA	ENSG00000064601.12	protein_coding	348.5	524.5	7	8.5	10.5	1	NA	NA	NA	357	535	8
LMBRD1	ENSG00000168216.6	protein_coding	311	420.5	6	NA	NA	NA	NA	NA	NA	356.5	479.5	7
MFSD10	ENSG00000109736.10	protein_coding	323.5	482.5	4	NA	NA	NA	NA	NA	NA	356.5	532.5	6
CRTAP	ENSG00000170275.10	protein_coding	273.5	423.5	3	NA	NA	NA	NA	NA	NA	355.5	536.5	4
YIPF4	ENSG00000119820.6	protein_coding	355.5	487.5	5	NA	NA	NA	NA	NA	NA	355.5	487.5	5
LAPTM4A	ENSG00000068697.6	protein_coding	140	205.5	3	11	12.5	1	NA	NA	NA	353.5	515.5	5
DYNLRB1	ENSG00000125971.12	protein_coding	235.5	334.5	2	NA	NA	NA	NA	NA	NA	352.5	491	3
OS9	ENSG00000135506.11	protein_coding	229	315	5	123.5	184	1	NA	NA	NA	352.5	499	6
NID2	ENSG00000087303.12	protein_coding	352	510	13	NA	NA	NA	NA	NA	NA	352	510	13
PRNP	ENSG00000171867.12	protein_coding	NA	NA	NA	NA	NA	NA	NA	NA	NA	347.5	507	1
PTMS	ENSG00000159335.11	protein_coding	NA	NA	NA	NA	NA	NA	NA	NA	NA	347	424.5	2
RPS19	ENSG00000105372.2	protein_coding	21	52.5	1	NA	NA	NA	50	75	2	347	518	5
ERMP1	ENSG00000099219.9	protein_coding	162	214	3	132	175.5	2	NA	NA	NA	345	458	7
PLA2R1	ENSG00000153246.7	protein_coding	345	377	1	NA	NA	NA	NA	NA	NA	345	377	1
DHX15	ENSG00000109606.8	protein_coding	332	447.5	7	NA	NA	NA	NA	NA	NA	344.5	464.5	8
MAZ	ENSG00000103495.9	protein_coding	76	111	4	117.5	156	2	NA	NA	NA	343.5	466.5	8
PPIB	ENSG00000166794.4	protein_coding	343	497.5	3	NA	NA	NA	NA	NA	NA	343	497.5	3
LMBR1	ENSG00000105983.15	protein_coding	239.5	322	9	NA	NA	NA	43.5	93.5	1	340.5	493	11
GPI	ENSG00000105220.10	protein_coding	340	458	5	NA	NA	NA	NA	NA	NA	340	458	5
SERBP1	ENSG00000142864.10	protein_coding	186.5	250	4	123.5	142	3	NA	NA	NA	338.5	427	8
RP11-618P17.4	ENSG00000266953.2	protein_coding	150	207.5	2	5.5	9	1	NA	NA	NA	337.5	472.5	4
SERPINH1	ENSG00000149257.9	protein_coding	200	268	3	NA	NA	NA	NA	NA	NA	337.5	503.5	6
SUN1	ENSG00000164828.13	protein_coding	327.5	433.5	7	NA	NA	NA	NA	NA	NA	337	446.5	8
RPS3	ENSG00000149273.10	protein_coding	255	301	3	80.5	121	2	NA	NA	NA	335.5	422	5
ASNS	ENSG00000070669.12	protein_coding	172.5	242	7	NA	NA	NA	25	34.5	1	335	457	9
ILF2	ENSG00000143621.12	protein_coding	130	223.5	6	202	262	1	NA	NA	NA	332	485.5	7
NAF1	ENSG00000145414.4	protein_coding	332	508	4	NA	NA	NA	NA	NA	NA	332	508	4
PTK7	ENSG00000112655.11	protein_coding	329.5	447	9	NA	NA	NA	NA	NA	NA	329.5	447	9
JAGN1	ENSG00000171135.10	protein_coding	315.5	458.5	1	13.5	16	1	NA	NA	NA	329	474.5	2
HIST1H2BN	ENSG00000233822.3	protein_coding	NA	NA	NA	NA	NA	NA	NA	NA	NA	327.5	481	2
KIAA1467	ENSG00000084444.9	protein_coding	327	470.5	8	NA	NA	NA	NA	NA	NA	327	470.5	8
GPR126	ENSG00000112414.10	protein_coding	325.5	690	11	NA	NA	NA	NA	NA	NA	325.5	690	11
LGMN	ENSG00000100600.10	protein_coding	270	368	8	17	22	1	NA	NA	NA	325	440.5	10
SRM	ENSG00000116649.5	protein_coding	86	103	4	NA	NA	NA	NA	NA	NA	324	469.5	5
ARL6IP6	ENSG00000177917.6	protein_coding	323	455.5	2	NA	NA	NA	NA	NA	NA	323	455.5	2
RPLP0	ENSG00000089157.11	protein_coding	323	392	2	NA	NA	NA	NA	NA	NA	323	392	2
SSR4	ENSG00000269520.2	protein_coding	322	434	4	NA	NA	NA	NA	NA	NA	322	434	4
RPS11	ENSG00000142534.2	protein_coding	6	12	1	NA	NA	NA	60.5	83.5	2	320.5	452	5
TMPO	ENSG00000120802.9	protein_coding	299.5	406.5	5	NA	NA	NA	NA	NA	NA	320.5	435.5	6
ATRAID	ENSG00000138085.12	protein_coding	184.5	304	2	NA	NA	NA	NA	NA	NA	320	494	4
CDK4	ENSG00000135446.12	protein_coding	NA	NA	NA	NA	NA	NA	58.5	81.5	5	320	415	6
CSTB	ENSG00000160213.5	protein_coding	20	26	1	202	262	1	NA	NA	NA	319	444	3
RPS5	ENSG00000083845.4	protein_coding	185.5	228.5	2	NA	NA	NA	19.5	26	1	319	424.5	4
SLC16A2	ENSG00000147100.5	protein_coding	306	410.5	6	NA	NA	NA	NA	NA	NA	319	429	7
CPNE4	ENSG00000196353.7	protein_coding	NA	NA	NA	NA	NA	NA	317.5	1119.5	1	317.5	1119.5	1
TIMP1	ENSG00000102265.7	protein_coding	NA	NA	NA	28	38.5	1	10	11.5	1	317	485	4
UBE2E1	ENSG00000170142.7	protein_coding	278.5	435	5	NA	NA	NA	NA	NA	NA	317	497.5	6
LRRC28	ENSG00000168904.10	protein_coding	316	444	7	NA	NA	NA	NA	NA	NA	316	444	7
RBM3	ENSG00000102317.13	protein_coding	41.5	53	2	228	391	1	38	56.5	2	315	511	6
ATP2B1	ENSG00000070961.10	protein_coding	312.5	425	9	NA	NA	NA	NA	NA	NA	312.5	425	9
NRP1	ENSG00000099250.13	protein_coding	288.5	409.5	8	NA	NA	NA	14	18.5	2	312	440.5	11
RPS23	ENSG00000186468.8	protein_coding	165.5	218.5	3	44.5	55	2	NA	NA	NA	311	403.5	6
FN1	ENSG00000115414.14	protein_coding	302	457	18	NA	NA	NA	NA	NA	NA	310.5	469.5	19
HSD17B12	ENSG00000149084.7	protein_coding	302	426.5	8	8	11.5	1	NA	NA	NA	310	438	9
PCBP2	ENSG00000197111.11	protein_coding	176	257.5	1	NA	NA	NA	NA	NA	NA	309.5	431	2
TMED7-TICAM2	ENSG00000251201.4	protein_coding	226.5	306.5	2	21.5	29	1	NA	NA	NA	309.5	427	4
PTBP1	ENSG00000011304.12	protein_coding	276.5	440	10	32.5	38.5	1	NA	NA	NA	309	478.5	11
RPS2	ENSG00000140988.11	protein_coding	167	222	2	NA	NA	NA	NA	NA	NA	309	421.5	3
SNRPC	ENSG00000124562.5	protein_coding	263.5	395	2	NA	NA	NA	NA	NA	NA	309	454.5	3
RPL10	ENSG00000268963.3	protein_coding	NA	NA	NA	NA	NA	NA	NA	NA	NA	308.5	504	2
UCHL1	ENSG00000154277.8	protein_coding	44.5	62.5	2	NA	NA	NA	NA	NA	NA	307.5	404.5	4
LPCAT3	ENSG00000111684.6	protein_coding	288	444	6	17.5	27.5	2	NA	NA	NA	305.5	471.5	8
SC5D	ENSG00000109929.5	protein_coding	303.5	443.5	3	NA	NA	NA	NA	NA	NA	303.5	443.5	3
NPM1	ENSG00000181163.9	protein_coding	NA	NA	NA	75.5	97.5	1	NA	NA	NA	302.5	452	2
TM9SF1	ENSG00000100926.10	protein_coding	184.5	247.5	2	85.5	115	2	23.5	35	1	302.5	408	6
CBX5	ENSG00000094916.9	protein_coding	NA	NA	NA	198.5	240.5	9	NA	NA	NA	302	379.5	10
AGPAT2	ENSG00000169692.8	protein_coding	301.5	525	2	NA	NA	NA	NA	NA	NA	301.5	525	2
ROBO1	ENSG00000169855.15	protein_coding	296.5	422.5	11	NA	NA	NA	NA	NA	NA	301.5	431	12
ATG9A	ENSG00000198925.6	protein_coding	276	421.5	7	NA	NA	NA	25	54	1	301	475.5	8
YME1L1	ENSG00000136758.14	protein_coding	125.5	167	9	175	241	2	NA	NA	NA	300.5	408	11
COPZ1	ENSG00000111481.5	protein_coding	10	15	2	36.5	47.5	2	NA	NA	NA	299.5	404.5	5
ELOVL1	ENSG00000066322.8	protein_coding	299	476.5	4	NA	NA	NA	NA	NA	NA	299	476.5	4
NPTN	ENSG00000156642.12	protein_coding	149	259.5	3	20	27.5	1	NA	NA	NA	299	453.5	6
HIST1H2BK	ENSG00000197903.6	protein_coding	NA	NA	NA	52.5	62	2	NA	NA	NA	298.5	442.5	3
TMED5	ENSG00000117500.8	protein_coding	9.5	13	1	16	23	2	NA	NA	NA	298	445	4
CD47	ENSG00000196776.10	protein_coding	282	364.5	4	9	10.5	1	NA	NA	NA	297.5	381.5	6
PLOD1	ENSG00000083444.12	protein_coding	297.5	474	8	NA	NA	NA	NA	NA	NA	297.5	474	8
FAT1	ENSG00000083857.9	protein_coding	296	420	23	NA	NA	NA	NA	NA	NA	296	420	23
ATP13A1	ENSG00000105726.12	protein_coding	293.5	414	11	NA	NA	NA	NA	NA	NA	293.5	414	11
MET	ENSG00000105976.10	protein_coding	293.5	397.5	8	NA	NA	NA	NA	NA	NA	293.5	397.5	8
SLC6A15	ENSG00000072041.12	protein_coding	293.5	403	6	NA	NA	NA	NA	NA	NA	293.5	403	6
TMEM181	ENSG00000146433.8	protein_coding	287	412	9	5.5	6.5	1	NA	NA	NA	292.5	418.5	10
TSPAN31	ENSG00000135452.5	protein_coding	108	156.5	2	9.5	14.5	1	NA	NA	NA	292.5	422.5	4
TMEM38B	ENSG00000095209.7	protein_coding	164.5	215.5	3	32.5	45.5	2	NA	NA	NA	291.5	380.5	6
HNRNPA2B1	ENSG00000122566.16	protein_coding	283.5	366	5	7.5	10	1	NA	NA	NA	291	376	6
RRAGD	ENSG00000025039.10	protein_coding	NA	NA	NA	290	319.5	1	NA	NA	NA	290	319.5	1
NDFIP1	ENSG00000131507.9	protein_coding	262.5	387.5	3	26	34	2	NA	NA	NA	288.5	421.5	5
NUCKS1	ENSG00000069275.12	protein_coding	39	59	1	225.5	304	12	NA	NA	NA	288.5	401.5	14
HNRNPUL1	ENSG00000105323.12	protein_coding	200.5	251.5	5	28	32	1	NA	NA	NA	288	365	8
ADPGK	ENSG00000159322.13	protein_coding	287.5	502.5	4	NA	NA	NA	NA	NA	NA	287.5	502.5	4
CD46	ENSG00000117335.14	protein_coding	204.5	345.5	3	11	13.5	2	NA	NA	NA	287.5	450.5	6
NPC1	ENSG00000141458.8	protein_coding	267.5	425	11	NA	NA	NA	NA	NA	NA	287.5	455.5	12
HIST3H2BB	ENSG00000196890.3	protein_coding	NA	NA	NA	NA	NA	NA	NA	NA	NA	287	415.5	1
HS2ST1	ENSG00000153936.12	protein_coding	259.5	358.5	5	19.5	26	2	NA	NA	NA	286	398	8
HS6ST2	ENSG00000171004.13	protein_coding	254.5	367	2	17.5	23.5	1	NA	NA	NA	286	411.5	4
SPPL3	ENSG00000157837.11	protein_coding	227.5	340.5	6	NA	NA	NA	NA	NA	NA	286	422.5	7
COMT	ENSG00000093010.7	protein_coding	148.5	214.5	2	NA	NA	NA	NA	NA	NA	285	416.5	3
RPL36	ENSG00000130255.8	protein_coding	173.5	220.5	1	NA	NA	NA	12	15.5	1	283.5	377	4
C19orf43	ENSG00000123144.6	protein_coding	NA	NA	NA	282	344.5	1	NA	NA	NA	282	344.5	1
PHGDH	ENSG00000092621.7	protein_coding	230.5	396.5	6	21	25	1	9	11.5	1	280.5	460	9
SLC25A3	ENSG00000075415.8	protein_coding	232	295.5	4	21	23	1	NA	NA	NA	279.5	355.5	6
DDT	ENSG00000099977.9	protein_coding	NA	NA	NA	278.5	328	1	NA	NA	NA	278.5	328	1
SORT1	ENSG00000134243.7	protein_coding	269.5	404.5	8	NA	NA	NA	NA	NA	NA	277.5	417.5	9
XPO7	ENSG00000130227.12	protein_coding	232.5	318.5	7	45	56	2	NA	NA	NA	277.5	374.5	9
CD9	ENSG00000010278.7	protein_coding	251	289	2	NA	NA	NA	NA	NA	NA	276.5	324.5	4
H2AFZ	ENSG00000164032.7	protein_coding	28	38	1	NA	NA	NA	NA	NA	NA	276.5	367	2
XRCC5	ENSG00000079246.11	protein_coding	256.5	372.5	5	20	30	2	NA	NA	NA	276.5	402.5	7
FUS	ENSG00000089280.14	protein_coding	207.5	360.5	4	NA	NA	NA	NA	NA	NA	274	462	6
TEX261	ENSG00000272125.1	protein_coding	258.5	421.5	3	15.5	18.5	1	NA	NA	NA	274	440	4
GINS1	ENSG00000101003.8	protein_coding	NA	NA	NA	NA	NA	NA	NA	NA	NA	273	431	1
KPNB1	ENSG00000108424.5	protein_coding	215.5	279.5	8	30.5	43.5	3	19	22	2	273	356	14
AES	ENSG00000104964.10	protein_coding	5.5	7.5	1	21.5	28.5	1	242	350.5	1	272.5	399	4
MCM4	ENSG00000104738.12	protein_coding	261	372.5	5	11.5	13.5	1	NA	NA	NA	272.5	386	6
SUN2	ENSG00000100242.11	protein_coding	271.5	386	8	NA	NA	NA	NA	NA	NA	271.5	386	8
MTDH	ENSG00000147649.5	protein_coding	238	316.5	8	NA	NA	NA	33	49.5	1	271	366	9
MAN1A1	ENSG00000111885.5	protein_coding	236.5	387.5	8	33.5	47.5	1	NA	NA	NA	270	435	9
NOTCH2	ENSG00000134250.13	protein_coding	267.5	381	9	NA	NA	NA	NA	NA	NA	267.5	381	9
SLC4A2	ENSG00000164889.8	protein_coding	267.5	381.5	6	NA	NA	NA	NA	NA	NA	267.5	381.5	6
QSOX2	ENSG00000165661.11	protein_coding	262	375	5	4	5.5	1	NA	NA	NA	266	380.5	6
SLC11A2	ENSG00000110911.10	protein_coding	265	365	5	NA	NA	NA	NA	NA	NA	265	365	5
PTCD1	ENSG00000106246.13	protein_coding	23.5	31	1	NA	NA	NA	NA	NA	NA	263.5	407	3
TMEM179B	ENSG00000185475.4	protein_coding	263	393	3	NA	NA	NA	NA	NA	NA	263	393	3
CTSB	ENSG00000164733.16	protein_coding	105.5	160.5	3	112	176.5	2	NA	NA	NA	262.5	403	7
CCDC47	ENSG00000108588.9	protein_coding	252.5	341	7	NA	NA	NA	NA	NA	NA	261.5	354.5	8
SLC39A8	ENSG00000138821.8	protein_coding	261.5	374.5	6	NA	NA	NA	NA	NA	NA	261.5	374.5	6
CEPT1	ENSG00000134255.9	protein_coding	218	304.5	3	7	10.5	1	NA	NA	NA	260	359	5
PTPRK	ENSG00000152894.10	protein_coding	182	253	8	11	11.5	1	NA	NA	NA	260	363	10
TOP2A	ENSG00000131747.10	protein_coding	256	401	13	4	6.5	1	NA	NA	NA	260	407.5	14
UBE2D2	ENSG00000131508.11	protein_coding	109	158.5	2	NA	NA	NA	150.5	189.5	1	259.5	348	3
GRN	ENSG00000030582.12	protein_coding	245.5	366	5	NA	NA	NA	NA	NA	NA	257.5	383.5	6
EI24	ENSG00000149547.10	protein_coding	184	313.5	3	39	49.5	1	NA	NA	NA	256.5	409.5	5
TPD52L2	ENSG00000101150.13	protein_coding	NA	NA	NA	256.5	296	1	NA	NA	NA	256.5	296	1
SLC15A4	ENSG00000139370.6	protein_coding	116	161.5	2	51.5	67.5	1	11.5	14.5	1	255.5	339.5	5
PIGU	ENSG00000101464.6	protein_coding	254.5	387	5	NA	NA	NA	NA	NA	NA	254.5	387	5
GXYLT1	ENSG00000151233.6	protein_coding	254	342	7	NA	NA	NA	NA	NA	NA	254	342	7
DHCR7	ENSG00000172893.11	protein_coding	253	387.5	5	NA	NA	NA	NA	NA	NA	253	387.5	5
SLC50A1	ENSG00000169241.13	protein_coding	253	363	2	NA	NA	NA	NA	NA	NA	253	363	2
DERL1	ENSG00000136986.5	protein_coding	235.5	306	5	NA	NA	NA	NA	NA	NA	252.5	331	6
DPY19L1	ENSG00000173852.9	protein_coding	252.5	356	5	NA	NA	NA	NA	NA	NA	252.5	356	5
CMTM8	ENSG00000170293.4	protein_coding	251.5	368	2	NA	NA	NA	NA	NA	NA	251.5	368	2
SLC41A3	ENSG00000114544.11	protein_coding	228	328	5	16	20.5	1	7.5	9.5	1	251.5	358	7
COL6A1	ENSG00000142156.10	protein_coding	234	435	13	NA	NA	NA	NA	NA	NA	251	461	14
GPR107	ENSG00000148358.15	protein_coding	248	350	8	3	7	1	NA	NA	NA	251	357	9
PPP4C	ENSG00000149923.9	protein_coding	80.5	123.5	5	NA	NA	NA	NA	NA	NA	251	371	6
MCM7	ENSG00000166508.13	protein_coding	223	334	6	NA	NA	NA	27.5	33	1	250.5	367	7
RPL13A	ENSG00000142541.12	protein_coding	76.5	104	2	102.5	124	1	NA	NA	NA	249.5	326.5	4
SEPT2	ENSG00000168385.13	protein_coding	102	153.5	3	135.5	178	2	11.5	19	1	249	350.5	6
RPL5	ENSG00000122406.8	protein_coding	154	211.5	3	NA	NA	NA	NA	NA	NA	248.5	337	5
DGAT1	ENSG00000185000.5	protein_coding	56.5	105.5	5	NA	NA	NA	NA	NA	NA	247.5	339.5	6
EPCAM	ENSG00000119888.6	protein_coding	247	328.5	6	NA	NA	NA	NA	NA	NA	247	328.5	6
BTF3	ENSG00000145741.11	protein_coding	131	162	2	36	49	1	73.5	99	1	246	317	5
MLEC	ENSG00000110917.3	protein_coding	66.5	88.5	4	13.5	17	1	NA	NA	NA	246	356.5	6
GAPDH	ENSG00000111640.10	protein_coding	105.5	158.5	3	NA	NA	NA	133.5	172.5	3	245.5	342.5	7
SHMT2	ENSG00000182199.6	protein_coding	195.5	281	2	NA	NA	NA	13.5	17.5	1	245.5	346.5	5
TMED3	ENSG00000166557.8	protein_coding	155.5	230	3	17.5	23	1	NA	NA	NA	245.5	355	5
HNRNPF	ENSG00000169813.12	protein_coding	245	328	1	NA	NA	NA	NA	NA	NA	245	328	1
COX6A1P2	ENSG00000226976.1	protein_coding	NA	NA	NA	NA	NA	NA	NA	NA	NA	244.5	366	1
RP11-793H13.8	ENSG00000257379.1	processed_transcript	157.5	218	5	NA	NA	NA	NA	NA	NA	244	320.5	6
PKMYT1	ENSG00000127564.12	protein_coding	5	6.5	1	NA	NA	NA	NA	NA	NA	242.5	314	2
PLBD2	ENSG00000151176.3	protein_coding	242.5	398.5	7	NA	NA	NA	NA	NA	NA	242.5	398.5	7
SRRM1	ENSG00000133226.12	protein_coding	217.5	315	4	24	61	3	NA	NA	NA	241.5	376	7
IGF1R	ENSG00000140443.9	protein_coding	241	319	4	NA	NA	NA	NA	NA	NA	241	319	4
CERS5	ENSG00000139624.8	protein_coding	232	325	4	8.5	13	2	NA	NA	NA	240.5	338	6
VMA21	ENSG00000160131.9	protein_coding	223.5	301	2	16.5	20	1	NA	NA	NA	240	321	3
PLXNA1	ENSG00000114554.7	protein_coding	239.5	340.5	8	NA	NA	NA	NA	NA	NA	239.5	340.5	8
LTBP1	ENSG00000049323.11	protein_coding	238	345.5	15	NA	NA	NA	NA	NA	NA	238	345.5	15
PRCP	ENSG00000137509.6	protein_coding	189.5	287	3	48.5	66	1	NA	NA	NA	238	353	4
C5orf24	ENSG00000181904.8	protein_coding	NA	NA	NA	237	300	1	NA	NA	NA	237	300	1
HUWE1	ENSG00000086758.11	protein_coding	236.5	301.5	17	NA	NA	NA	NA	NA	NA	236.5	301.5	17
CPVL	ENSG00000106066.9	protein_coding	185.5	314.5	5	NA	NA	NA	NA	NA	NA	236	400.5	6
DSC3	ENSG00000134762.12	protein_coding	236	323	7	NA	NA	NA	NA	NA	NA	236	323	7
GNS	ENSG00000135677.6	protein_coding	236	355	6	NA	NA	NA	NA	NA	NA	236	355	6
OSTM1	ENSG00000081087.10	protein_coding	220	310	5	15.5	21.5	1	NA	NA	NA	235.5	331.5	6
GPC4	ENSG00000076716.7	protein_coding	235	336	3	NA	NA	NA	NA	NA	NA	235	336	3
MYL12B	ENSG00000118680.8	protein_coding	NA	NA	NA	NA	NA	NA	NA	NA	NA	235	288.5	1
SDHB	ENSG00000117118.5	protein_coding	234	329	4	NA	NA	NA	NA	NA	NA	234	329	4
EIF4G2	ENSG00000110321.11	protein_coding	220	285	7	NA	NA	NA	6	9	1	233	304.5	9
SLC35B4	ENSG00000205060.6	protein_coding	232	323.5	8	NA	NA	NA	NA	NA	NA	232	323.5	8
TMEM43	ENSG00000170876.7	protein_coding	217.5	311.5	4	14.5	22.5	2	NA	NA	NA	232	334	6
LAMB1	ENSG00000091136.9	protein_coding	231	349	13	NA	NA	NA	NA	NA	NA	231	349	13
RPL11	ENSG00000142676.8	protein_coding	137.5	179	3	NA	NA	NA	NA	NA	NA	231	296	4
UBA1	ENSG00000271310.1	protein_coding	231	354.5	10	NA	NA	NA	NA	NA	NA	231	354.5	10
YWHAB	ENSG00000166913.8	protein_coding	NA	NA	NA	220.5	317.5	4	10	14.5	1	230.5	332	5
TM7SF3	ENSG00000064115.6	protein_coding	230	335	8	NA	NA	NA	NA	NA	NA	230	335	8
LNPEP	ENSG00000113441.11	protein_coding	205.5	291.5	6	24	28.5	1	NA	NA	NA	229.5	320	7
CLTC	ENSG00000141367.7	protein_coding	162.5	218.5	6	48	67.5	1	NA	NA	NA	229	314.5	8
PTPLB	ENSG00000206527.5	protein_coding	228.5	354	3	NA	NA	NA	NA	NA	NA	228.5	354	3
BCAP29	ENSG00000075790.6	protein_coding	50.5	72.5	3	NA	NA	NA	177.5	269	1	228	341.5	4
TMEM147	ENSG00000105677.7	protein_coding	35	41	1	NA	NA	NA	NA	NA	NA	228	292.5	3
PRPF19	ENSG00000110107.4	protein_coding	217.5	319.5	6	NA	NA	NA	NA	NA	NA	227	334.5	7
PLK1	ENSG00000166851.10	protein_coding	226.5	367.5	4	NA	NA	NA	NA	NA	NA	226.5	367.5	4
TPP1	ENSG00000166340.10	protein_coding	125.5	185	4	8.5	8.5	1	91.5	121.5	3	225.5	315	8
WNK1	ENSG00000060237.12	protein_coding	204.5	276	5	NA	NA	NA	NA	NA	NA	225.5	311.5	6
XPR1	ENSG00000143324.9	protein_coding	85.5	138.5	3	140	274	1	NA	NA	NA	225.5	412.5	4
